facultyName;universityName;facultyCity;availablePlaces;lastEntranceGrade;candidatesPerPlace;annualTax;facultyProgram;facultyType;authorization;specialization;domainOfLicenseOrMaster;facultyDomain;admissionType;budgetPlaces;taxPlaces
Facultatea de Științe Economice și Administrative;Academia Forţelor Terestre "Nicolae Bălcescu" din Sibiu;Sibiu, Sibiu;10;N/A;N/A;N/A;Administraţie publică;Public;Acreditat;Administraţie publică;Ştiinţe administrative;Științe Politice și Comunicare;Examen;10;0
Facultatea de Științe Economice și Administrative;Academia Forţelor Terestre "Nicolae Bălcescu" din Sibiu;Sibiu, Sibiu;20;N/A;N/A;N/A;Contabilitate şi informatică de gestiune;Public;Acreditat;Contabilitate şi informatică de gestiune;Contabilitate;Științe Economice;Examen;20;0
Facultatea de Științe Militare;Academia Forţelor Terestre "Nicolae Bălcescu" din Sibiu;Sibiu, Sibiu;80;N/A;N/A;N/A;Leadership militar;Public;Autorizat;Leadership militar;Ştiinţe militare, informaţii și ordine publică;Ştiinţe Militare, Informaţii şi Ordine publică;Examen;80;0
Facultatea de Științe Economice și Administrative;Academia Forţelor Terestre "Nicolae Bălcescu" din Sibiu;Sibiu, Sibiu;25;N/A;N/A;N/A;Management economico-financiar;Public;Acreditat;Management;Management;Științe Economice;Examen;25;0
Facultatea de Management Militar;Academia Forţelor Terestre "Nicolae Bălcescu" din Sibiu;Sibiu, Sibiu;N/A;N/A;N/A;N/A;Managementul sistemelor de comunicații militare;Public;Autorizat;Managementul sistemelor de comunicații militare;Ştiinţe militare, informaţii și ordine publică;Ştiinţe Militare, Informaţii şi Ordine publică;Examen;0;0
Facultatea de Management Militar;Academia Forţelor Terestre "Nicolae Bălcescu" din Sibiu;Sibiu, Sibiu;60;N/A;N/A;N/A;Inginerie și management în domeniul comunicaţiilor militare;Public;Acreditat;Inginerie şi management naval şi portuar;Inginerie și management;Științe Inginerești;Examen;60;0
Facultatea de Management Militar;Academia Forţelor Terestre "Nicolae Bălcescu" din Sibiu;Sibiu, Sibiu;105;N/A;N/A;N/A;Managementul organizaţiei;Public;Acreditat;Management;Management;Științe Economice;Examen;105;0
Facultatea de Management Aeronautic;Academia Forțelor Aeriene "Henri Coandă";Brasov, Brasov;63;7.74;N/A;N/A;Managementul traficului aerian;Public;Acreditat;Managementul traficului aerian;Ştiinţe militare, informaţii și ordine publică;Ştiinţe Militare, Informaţii şi Ordine publică;Examen;63;0
Facultatea de Management Aeronautic;Academia Forțelor Aeriene "Henri Coandă";Brasov, Brasov;60;N/A;N/A;N/A;Management în aviaţie;Public;Acreditat;Management în aviaţie;Ştiinţe militare, informaţii și ordine publică;Ştiinţe Militare, Informaţii şi Ordine publică;Examen;50;10
Facultatea de Management Aeronautic;Academia Forțelor Aeriene "Henri Coandă";Brasov, Brasov;50;6.15;N/A;N/A;Managementul sistemelor de rachete şi artilerie antiaeriene;Public;Autorizat;Managementul sistemelor de rachete şi artilerie antiaeriene;Ştiinţe militare, informaţii și ordine publică;Ştiinţe Militare, Informaţii şi Ordine publică;Examen;50;0
Facultatea de Management Aeronautic;Academia Forțelor Aeriene "Henri Coandă";Brasov, Brasov;27;N/A;N/A;N/A;Managementul sistemelor de supraveghere aeriană;Public;Autorizat;Managementul sistemelor de supraveghere aeriană;Ştiinţe militare, informaţii și ordine publică;Ştiinţe Militare, Informaţii şi Ordine publică;Examen;27;0
Facultatea de Inginerie Marină;Academia Navală "Mircea Cel Bătrân";Constanta, Constanta;60;N/A;N/A;N/A;Electromecanică (secţia civilă);Public;Acreditat;Electromecanică;Inginerie electrică;Științe Inginerești;Dosar;1;59
Facultatea de Navigație și Management Naval;Academia Navală "Mircea Cel Bătrân";Constanta, Constanta;125;N/A;N/A;3.500 lei;Navigație și transport maritim și fluvial IFR;Public;Acreditat;Navigaţie şi transport maritim şi fluvial;Inginerie marină şi navigaţie;Științe Inginerești;Dosar;0;125
Facultatea de Navigație și Management Naval;Academia Navală "Mircea Cel Bătrân";Constanta, Constanta;120;N/A;N/A;N/A;Navigaţie şi transport maritim şi fluvial (secţia civilă);Public;Acreditat;Navigaţie şi transport maritim şi fluvial;Inginerie marină şi navigaţie;Științe Inginerești;Examen;10;110
Facultatea de Inginerie Marină;Academia Navală "Mircea Cel Bătrân";Constanta, Constanta;64;N/A;N/A;N/A;Electromecanică navală (secţia civilă);Public;Acreditat;Electromecanică navală;Inginerie marină şi navigaţie;Științe Inginerești;Dosar;6;58
Facultatea de Navigație și Management Naval;Academia Navală "Mircea Cel Bătrân";Constanta, Constanta;75;N/A;N/A;N/A;Inginerie şi management naval şi portuar;Public;Acreditat;Inginerie şi management naval şi portuar;Inginerie și management;Științe Inginerești;Examen;5;70
Facultatea de Inginerie Marină;Academia Navală "Mircea Cel Bătrân";Constanta, Constanta;36;N/A;N/A;N/A;Arhitectura navală (școlarizare în Galați);Public;Acreditat;Arhitectură navală;Arhitectură navală;Științe Inginerești;Dosar;36;0
Facultatea de Inginerie Marină;Academia Navală "Mircea Cel Bătrân";Constanta, Constanta;36;N/A;N/A;N/A;Electromecanică navală;Public;Acreditat;Electromecanică navală;Inginerie marină şi navigaţie;Științe Inginerești;Examen;36;0
Facultatea de Inginerie Marină;Academia Navală "Mircea Cel Bătrân";Constanta, Constanta;76;N/A;N/A;N/A;Navigaţie, hidrografie şi echipamente navale;Public;Acreditat;Navigaţie, hidrografie şi echipamente navale;Inginerie marină şi navigaţie;Științe Inginerești;Examen;76;0
Facultatea de Inginerie Marină;Academia Navală "Mircea Cel Bătrân";Constanta, Constanta;36;N/A;N/A;N/A;Electromecanică navală IFR;Public;Acreditat;Electromecanică navală;Inginerie marină şi navigaţie;Științe Inginerești;Dosar;36;0
Facultatea de Inginerie Marină;Academia Navală "Mircea Cel Bătrân";Constanta, Constanta;36;N/A;N/A;N/A;Electromecanică IFR;Public;Acreditat;Electromecanică;Inginerie electrică;Științe Inginerești;Dosar;36;0
Facultatea de Informaţii;Academia Naţională de Informaţii "Mihai Viteazul" din Bucureşti;Bucuresti, Bucuresti;37;N/A;N/A;N/A;Psihologie - informaţii;Public;Acreditat;Psihologie -informaţii;Ştiinţe militare, informaţii și ordine publică;Ştiinţe Militare, Informaţii şi Ordine publică;Examen;37;0
Facultatea de Studii de Intelligence;Academia Naţională de Informaţii "Mihai Viteazul" din Bucureşti;Bucuresti, Bucuresti;13;N/A;N/A;N/A;Studii de securitate și informații;Public;Acreditat;Studii de securitate și informații;Ştiinţe militare, informaţii și ordine publică;Ştiinţe Militare, Informaţii şi Ordine publică;Examen;13;0
Facultatea de Mecatronică şi Sisteme Integrate de Armament;Academia Tehnică Militară din Bucureşti;Bucuresti, Bucuresti;15;5.50;0.80;3.500 lei;Armament, aparatură artileristică şi sisteme de conducere a focului;Public;Acreditat;Armament, aparatură artileristică şi sisteme de conducere a focului;Inginerie de armament, rachete şi muniţii;Științe Inginerești;Examen;15;0
Facultatea de Mecatronică şi Sisteme Integrate de Armament;Academia Tehnică Militară din Bucureşti;Bucuresti, Bucuresti;12;5.70;0.75;3.500 lei;Echipamente şi instalaţii de aviaţie;Public;Acreditat;Echipamente şi instalaţii de aviaţie;Inginerie aerospațială;Științe Inginerești;Examen;12;0
Facultatea de Sisteme Electronice şi Informatice Militare;Academia Tehnică Militară din Bucureşti;Bucuresti, Bucuresti;30;5.36;0.93;3.500 lei;Echipamente şi sisteme electronice militare;Public;Acreditat;Echipamente şi sisteme electronice militare;Inginerie electronică, telecomunicații și tehnologii informaționale;Științe Inginerești;Examen;30;0
Facultatea de Sisteme Electronice şi Informatice Militare;Academia Tehnică Militară din Bucureşti;Bucuresti, Bucuresti;40;5.34;N/A;3.500 lei;Ingineria și securitatea sistemelor informatice;Public;Acreditat;Electronică aplicată;Inginerie electronică, telecomunicații și tehnologii informaționale;Științe Inginerești;Examen;14;26
Facultatea de Mecatronică şi Sisteme Integrate de Armament;Academia Tehnică Militară din Bucureşti;Bucuresti, Bucuresti;15;5.55;0.47;3.500 lei;Sisteme pentru baraje de mine, distrugeri şi mascare;Public;Acreditat;Sisteme pentru baraje de mine, distrugeri şi mascare;Inginerie genistică;Științe Inginerești;Examen;11;4
Facultatea de Sisteme Electronice şi Informatice Militare;Academia Tehnică Militară din Bucureşti;Bucuresti, Bucuresti;45;5.61;1.11;3.500 lei;Comunicații pentru apărare și securitate;Public;Acreditat;Comunicații pentru apărare și securitate;Inginerie electronică, telecomunicații și tehnologii informaționale;Științe Inginerești;Examen;45;0
Facultatea de Sisteme Electronice şi Informatice Militare;Academia Tehnică Militară din Bucureşti;Bucuresti, Bucuresti;40;5.38;1.00;3.500 lei;Echipamente și sisteme electronice militare, electronică-radioelectronică de aviație;Public;Acreditat;Echipamente şi sisteme electronice militare;Inginerie electronică, telecomunicații și tehnologii informaționale;Științe Inginerești;Examen;13;27
Facultatea de Mecatronică şi Sisteme Integrate de Armament;Academia Tehnică Militară din Bucureşti;Bucuresti, Bucuresti;40;6.13;1.00;2.500 lei;Armament, rachete, muniţii de aviaţie şi sisteme de salvare;Public;Acreditat;Armament, rachete, muniţii de aviaţie şi sisteme de salvare;Inginerie de armament, rachete şi muniţii;Științe Inginerești;Examen;9;31
Facultatea de Mecatronică şi Sisteme Integrate de Armament;Academia Tehnică Militară din Bucureşti;Bucuresti, Bucuresti;17;5.57;0.94;3.500 lei;Blindate, automobile şi tractoare;Public;Acreditat;Blindate, automobile şi tractoare;Ingineria autovehiculelor;Științe Inginerești;Examen;17;0
Facultatea de Mecatronică şi Sisteme Integrate de Armament;Academia Tehnică Militară din Bucureşti;Bucuresti, Bucuresti;16;6.80;0.88;3.500 lei;Muniţii, rachete, explozivi şi pulberi;Public;Acreditat;Muniţii, rachete, explozivi şi pulberi;Inginerie de armament, rachete şi muniţii;Științe Inginerești;Examen;6;10
Facultatea de Mecatronică şi Sisteme Integrate de Armament;Academia Tehnică Militară din Bucureşti;Bucuresti, Bucuresti;15;5.30;0.60;3.500 lei;Materiale energetice și apărare CBRN;Public;Autorizat;Materiale energetice și apărare CBRN;Inginerie de armament, rachete şi muniţii;Științe Inginerești;Examen;11;4
Facultatea de Mecatronică şi Sisteme Integrate de Armament;Academia Tehnică Militară din Bucureşti;Bucuresti, Bucuresti;20;5.98;1.05;3.500 lei;Construcţii şi fortificaţii;Public;Acreditat;Construcţii şi fortificaţii;Inginerie civilă;Științe Inginerești;Examen;20;0
Facultatea de Mecatronică şi Sisteme Integrate de Armament;Academia Tehnică Militară din Bucureşti;Bucuresti, Bucuresti;15;7.20;1.47;3.500 lei;Topogeodezie şi automatizarea asigurării topogeodezice;Public;Acreditat;Topogeodezie şi automatizarea asigurării topogeodezice;Inginerie geodezică;Științe Inginerești;Examen;10;5
Facultatea de Mecatronică şi Sisteme Integrate de Armament;Academia Tehnică Militară din Bucureşti;Bucuresti, Bucuresti;15;6.31;0.87;3.500 lei;Drumuri, poduri și infrastructuri militare;Public;Autorizat;Drumuri, poduri și infrastructuri militare;Inginerie civilă;Științe Inginerești;Examen;8;7
Facultatea de Sisteme Electronice şi Informatice Militare;Academia Tehnică Militară din Bucureşti;Bucuresti, Bucuresti;80;5.53;1.06;3.500 lei;Calculatoare şi sisteme informatice pentru apărare şi securitate naţională;Public;Acreditat;Calculatoare şi sisteme informatice pentru apărare şi securitate naţională;Calculatoare și tehnologia informației;Științe Inginerești;Examen;80;0
Facultatea de Mecatronică şi Sisteme Integrate de Armament;Academia Tehnică Militară din Bucureşti;Bucuresti, Bucuresti;50;6.06;1.00;2.500 lei;Aeronave şi motoare de aviaţie;Public;Acreditat;Aeronave şi motoare de aviaţie;Inginerie aerospațială;Științe Inginerești;Examen;18;32
Facultatea de Mecatronică şi Sisteme Integrate de Armament;Academia Tehnică Militară din Bucureşti;Bucuresti, Bucuresti;15;6.13;1.07;3.500 lei;Echipamente și sisteme de comandă și control pentru autovehicule;Public;Autorizat;Echipamente și sisteme de comandă și control pentru autovehicule;Ingineria autovehiculelor;Științe Inginerești;Examen;12;3
Facultatea Teoretică;Academia de Muzică "Gheorghe Dima" din Cluj-Napoca;Cluj-Napoca, Cluj;N/A;N/A;N/A;5.200 lei;Pedagogie muzicală;Public;Acreditat;Pedagogie muzicală;Muzică;Arte, Arhitectură și Urbanism ;Examen;0;0
Facultatea Teoretică;Academia de Muzică "Gheorghe Dima" din Cluj-Napoca;Cluj-Napoca, Cluj;N/A;N/A;N/A;5.200 lei;Compoziţie muzicală;Public;Acreditat;Compoziţie muzicală;Muzică;Arte, Arhitectură și Urbanism ;Examen;0;0
Facultatea de Interpretare Muzicală;Academia de Muzică "Gheorghe Dima" din Cluj-Napoca;Cluj-Napoca, Cluj;16;8.60;1.38;5.200 lei;Interpretare muzicală - instrumente;Public;Acreditat;Interpretare muzicală - instrumente;Muzică;Arte, Arhitectură și Urbanism ;Examen;6;10
Facultatea Teoretică;Academia de Muzică "Gheorghe Dima" din Cluj-Napoca;Cluj-Napoca, Cluj;N/A;N/A;N/A;5.200 lei;Muzicologie;Public;Acreditat;Muzicologie;Muzică;Arte, Arhitectură și Urbanism ;Examen;0;0
Facultatea de Interpretare Muzicală;Academia de Muzică "Gheorghe Dima" din Cluj-Napoca;Cluj-Napoca, Cluj;16;9.34;1.00;N/A;Interpretare muzicală - canto (la Piatra Neamț);Public;Acreditat;Interpretare muzicală - canto;Muzică;Arte, Arhitectură și Urbanism ;Examen;6;10
Facultatea de Interpretare Muzicală;Academia de Muzică "Gheorghe Dima" din Cluj-Napoca;Cluj-Napoca, Cluj;16;9.23;1.00;5.200 lei;Interpretare muzicală - canto;Public;Acreditat;Interpretare muzicală - canto;Muzică;Arte, Arhitectură și Urbanism ;Examen;6;10
Facultatea de Interpretare Muzicală;Academia de Muzică "Gheorghe Dima" din Cluj-Napoca;Cluj-Napoca, Cluj;16;8.69;1.38;5.200 lei;Interpretare muzicală - instrumente (la Piatra Neamț);Public;Acreditat;Interpretare muzicală - instrumente;Muzică;Arte, Arhitectură și Urbanism ;Examen;6;10
Facultatea de Interpretare Muzicală;Academia de Muzică "Gheorghe Dima" din Cluj-Napoca;Cluj-Napoca, Cluj;12;N/A;N/A;N/A;Artele spectacolului muzical;Public;Acreditat;Artele spectacolului muzical;Muzică;Arte, Arhitectură și Urbanism ;Examen;9;3
Facultatea Teoretică;Academia de Muzică "Gheorghe Dima" din Cluj-Napoca;Cluj-Napoca, Cluj;N/A;N/A;N/A;5.200 lei;Dirijat;Public;Acreditat;Dirijat;Muzică;Arte, Arhitectură și Urbanism ;Examen;0;0
Facultatea Teoretică;Academia de Muzică "Gheorghe Dima" din Cluj-Napoca;Cluj-Napoca, Cluj;N/A;N/A;N/A;5.200 lei;Pedagogie muzicală (la Piatra Neamț);Public;Acreditat;Pedagogie muzicală;Muzică;Arte, Arhitectură și Urbanism ;Examen;0;0
Facultatea de Ştiinţe Juridice şi Administrative;Academia de Poliție "Alexandru Ioan Cuza" din Bucureşti;Bucuresti, Bucuresti;N/A;N/A;N/A;2.800 lei;Drept;Public;Autorizat;Drept;Drept;Științe Juridice;Examen;0;0
Facultatea de Ştiinţe Juridice şi Administrative;Academia de Poliție "Alexandru Ioan Cuza" din Bucureşti;Bucuresti, Bucuresti;N/A;N/A;N/A;2.000 lei;Administraţie publică;Public;Autorizat;Administraţie publică;Ştiinţe administrative;Științe Politice și Comunicare;Dosar;0;0
Facultatea de Poliție;Academia de Poliție "Alexandru Ioan Cuza" din Bucureşti;Bucuresti, Bucuresti;N/A;N/A;N/A;2.800 lei;Ordine şi siguranţă publică;Public;Acreditat;Comunicare şi relaţii publice - informaţii;Ştiinţe militare, informaţii și ordine publică;Ştiinţe Militare, Informaţii şi Ordine publică;Examen;0;0
Facultatea de Poliție;Academia de Poliție "Alexandru Ioan Cuza" din Bucureşti;Bucuresti, Bucuresti;N/A;N/A;N/A;2.800 lei;Ordine și siguranță publică IFR (agenți, subofițeri, maiștri militari MAI);Public;Acreditat;Ordine şi siguranţă publică;Ordine publică și siguranță națională;Ştiinţe Militare, Informaţii şi Ordine publică;Examen;0;0
Facultatea de Pompieri;Academia de Poliție "Alexandru Ioan Cuza" din Bucureşti;Bucuresti, Bucuresti;50;N/A;N/A;3.000 lei;Instalaţii pentru construcţii - pompieri;Public;Acreditat;Instalaţii pentru construcţii - pompieri;Ingineria instalaţiilor;Științe Inginerești;Examen;50;0
Facultatea de Poliţie de Frontieră;Academia de Poliție "Alexandru Ioan Cuza" din Bucureşti;Bucuresti, Bucuresti;N/A;N/A;N/A;2.800 lei;Ordine şi siguranţă publică;Public;Acreditat;Ordine şi siguranţă publică;Ştiinţe militare, informaţii și ordine publică;Ştiinţe Militare, Informaţii şi Ordine publică;Examen;0;0
Facultatea de Ştiinţe Juridice şi Administrative;Academia de Poliție "Alexandru Ioan Cuza" din Bucureşti;Bucuresti, Bucuresti;100;N/A;N/A;300 lei;Drept ID;Public;Acreditat;Drept;Drept;Științe Juridice;Examen;0;100
Facultatea de Arhivistică;Academia de Poliție "Alexandru Ioan Cuza" din Bucureşti;Bucuresti, Bucuresti;N/A;N/A;N/A;2.800 lei;Arhivistică;Public;Acreditat;Arhivistică;Istorie;Științe Umaniste;Examen;0;0
Facultatea de Jandarmi;Academia de Poliție "Alexandru Ioan Cuza" din Bucureşti;Bucuresti, Bucuresti;N/A;N/A;N/A;2.800 lei;Ordine şi siguranţă publică;Public;Acreditat;Ordine şi siguranţă publică;Ştiinţe militare, informaţii și ordine publică;Ştiinţe Militare, Informaţii şi Ordine publică;Examen;0;0
Facultatea de Finanţe, Asigurări, Bănci şi Burse de Valori;Academia de Studii Economice (ASE) - extensie Buzău;Buzau, Buzau;50;N/A;N/A;4.000 lei;Finanţe şi Bănci (ID);Public;Acreditat;Finanţe şi bănci;Finanţe;Științe Economice;Examen;0;50
Facultatea de Management;Academia de Studii Economice (ASE) - extensie Deva;Deva, Hunedoara;75;N/A;N/A;3.500 lei;Management (ID);Public;Autorizat;Management;Management;Științe Economice;Examen;0;75
Facultatea de Contabilitate şi Informatică de Gestiune;Academia de Studii Economice (ASE) - extensie Deva;Deva, Hunedoara;75;N/A;N/A;4.000 lei;Contabilitate si informatica de gestiune;Public;Autorizat;Contabilitate şi informatică de gestiune;Contabilitate;Științe Economice;Dosar;0;75
Facultatea de Management;Academia de Studii Economice (ASE) - extensie Piatra Neamț;Piatra Neamt, Neamt;N/A;N/A;N/A;3.500 lei;Management (ID);Public;Acreditat;Management;Management;Științe Economice;Examen;0;0
Facultatea de Economie Agroalimentară şi a Mediului;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;50;N/A;N/A;4.000 lei;Economie agroalimentară şi a mediului (ID);Public;Autorizat;Economie agroalimentară şi a mediului;Economie;Științe Economice;Examen;0;50
Facultatea de Cibernetică, Statistică şi Informatică Economică;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;345;9.31;0.98;4.000 lei;Informatică economică;Public;Acreditat;Informatică economică;Informatică economică;Științe Economice;Examen;259;86
Facultatea de Cibernetică, Statistică şi Informatică Economică;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;97;8.92;1.10;4.000 lei;Informatică economică (în limba engleză);Public;Autorizat;Informatică economică;Informatică economică;Științe Economice;Examen;84;13
Facultatea de Contabilitate şi Informatică de Gestiune;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;120;7.40;0.47;4.000 lei;Contabilitate şi informatică de gestiune (în limba engleză);Public;Autorizat;Contabilitate şi informatică de gestiune;Contabilitate;Științe Economice;Examen;51;69
Facultatea de Contabilitate şi Informatică de Gestiune;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;140;N/A;N/A;4.000 lei;Contabilitate şi informatică de gestiune (ID);Public;Acreditat;Contabilitate şi informatică de gestiune;Contabilitate;Științe Economice;Examen;0;140
Facultatea de Administrație și Management Public;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;349;8.39;0.74;4.000 lei;Administraţie publică;Public;Acreditat;Administraţie publică;Ştiinţe administrative;Științe Politice și Comunicare;Examen;137;212
Facultatea de Management;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;50;N/A;N/A;3.500 lei;Management (la Piatra Neamț);Public;Acreditat;Management;Management;Științe Economice;Examen;0;50
Facultatea de Administrarea Afacerilor, cu predare în limbi străine;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;130;8.51;0.48;4.000 lei;Administrarea afacerilor (în limba germană);Public;Acreditat;Administrarea afacerilor;Administrarea afacerilor;Științe Economice;Examen;29;101
Facultatea de Marketing;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;97;8.38;0.76;4.000 lei;Marketing (în limba engleză);Public;Autorizat;Marketing;Marketing;Științe Economice;Examen;42;55
Facultatea de Finanţe, Asigurări, Bănci şi Burse de Valori;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;95;N/A;N/A;4.000 lei;Finanţe şi Bănci (ID);Public;Acreditat;Finanţe şi bănci;Finanţe;Științe Economice;Examen;0;95
Facultatea de Relaţii Economice Internaţionale;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;456;9.08;0.89;4.000 lei;Economie şi afaceri internaţionale;Public;Acreditat;Economie şi afaceri internaţionale;Economie şi afaceri internaţionale;Științe Economice;Examen;194;262
Facultatea de Finanţe, Asigurări, Bănci şi Burse de Valori;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;50;N/A;N/A;4.000 lei;Finanţe şi bănci (la Buzău);Public;Acreditat;Finanţe şi bănci;Finanţe;Științe Economice;Examen;0;50
Facultatea de Business şi Turism;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;95;7.74;0.56;4.000 lei;Administrarea afacerilor în comerţ, turism, servicii, merceologie şi managementul calităţii (în limba engleză);Public;Autorizat;Administrarea afacerilor în comerţ, turism, servicii, merceologie şi managementul calităţii;Administrarea afacerilor;Științe Economice;Examen;44;51
Facultatea de Economie Agroalimentară şi a Mediului;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;360;6.70;0.72;4.000 lei;Economie agroalimentară şi a mediului;Public;Autorizat;Economie agroalimentară şi a mediului;Economie;Științe Economice;Examen;230;130
Facultatea de Marketing;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;115;N/A;N/A;3.500 lei;Marketing (ID);Public;Acreditat;Marketing;Marketing;Științe Economice;Examen;0;115
Facultatea de Cibernetică, Statistică şi Informatică Economică;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;225;9.34;1.04;4.000 lei;Cibernetică economică;Public;Acreditat;Cibernetică economică ;Cibernetică, statistică și informatică economică ;Științe Economice;Examen;189;36
Facultatea de Finanţe, Asigurări, Bănci şi Burse de Valori;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;491;8.75;0.91;4.000 lei;Finanţe şi Bănci;Public;Acreditat;Finanţe şi bănci;Finanţe;Științe Economice;Examen;237;254
Facultatea de Administrație și Management Public;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;120;9.23;0.93;4.000 lei;Resurse umane;Public;Autorizat;Resurse umane;Sociologie;Științe Sociale și Psihologie;Examen;45;75
Facultatea de Economie Teoretică şi Aplicată;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;291;7.55;0.60;4.000 lei;Economie şi comunicare economică în afaceri;Public;Acreditat;Economie şi comunicare economică în afaceri;Economie;Științe Economice;Examen;155;136
Facultatea de Marketing;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;90;N/A;N/A;3.500 lei;Marketing (IFR);Public;Autorizat;Marketing;Marketing;Științe Economice;Examen;0;90
Facultatea de Management;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;586;8.46;0.89;4.000 lei;Management;Public;Acreditat;Management;Management;Științe Economice;Examen;222;364
Facultatea de Relaţii Economice Internaţionale;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;95;8.31;0.59;4.000 lei;Limbi moderne aplicate (engleză - franceză);Public;Autorizat;Limbi moderne aplicate;Limbi moderne aplicate;Științe Umaniste;Examen;42;53
Facultatea de Cibernetică, Statistică şi Informatică Economică;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;120;N/A;N/A;4.000 lei;Informatică economică (ID);Public;Acreditat;Informatică economică;Cibernetică, statistică și informatică economică ;Științe Economice;Examen;0;120
Facultatea de Management;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;95;8.03;0.66;4.000 lei;Management (în limba engleză);Public;Autorizat;Management;Management;Științe Economice;Examen;43;52
Facultatea de Management;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;90;N/A;N/A;3.500 lei;Management (ID);Public;Acreditat;Management;Management;Științe Economice;Examen;0;90
Facultatea de Administrarea Afacerilor, cu predare în limbi străine;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;341;9.27;0.68;4.000 lei;Administrarea afacerilor (în limba engleză);Public;Acreditat;Administrarea afacerilor;Administrarea afacerilor;Științe Economice;Examen;90;251
Facultatea de Marketing;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;446;8.65;0.94;4.000 lei;Marketing;Public;Autorizat;Marketing;Marketing;Științe Economice;Examen;187;259
Facultatea de Cibernetică, Statistică şi Informatică Economică;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;98;8.80;1.16;4.000 lei;Statistică şi previziune economică;Public;Acreditat;Statistică și previziune economică ;Cibernetică, statistică și informatică economică ;Științe Economice;Examen;85;13
Facultatea de Relaţii Economice Internaţionale;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;120;9.27;0.88;4.000 lei;Economie şi afaceri internaţionale (în limba engleză);Public;Autorizat;Economie şi afaceri internaţionale;Economie şi afaceri internaţionale;Științe Economice;Examen;50;70
Facultatea de Finanţe, Asigurări, Bănci şi Burse de Valori;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;95;6.74;0.38;4.000 lei;Finanţe şi Bănci (în limba engleză);Public;Autorizat;Finanţe şi bănci;Finanţe;Științe Economice;Examen;34;61
Facultatea de Contabilitate şi Informatică de Gestiune;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;544;8.98;0.95;4.000 lei;Contabilitate şi informatică de gestiune;Public;Acreditat;Contabilitate şi informatică de gestiune;Contabilitate;Științe Economice;Examen;205;339
Facultatea de Business şi Turism;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;496;8.59;0.94;4.000 lei;Administrarea afacerilor în comerţ, turism, servicii, merceologie şi managementul calităţii;Public;Acreditat;Administrarea afacerilor în comerţ, turism, servicii, merceologie şi managementul calităţii;Administrarea afacerilor;Științe Economice;Examen;190;306
Facultatea de Administrarea Afacerilor, cu predare în limbi străine;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;170;6.16;0.14;4.000 lei;Administrarea afacerilor (în limba franceză);Public;Acreditat;Administrarea afacerilor;Administrarea afacerilor;Științe Economice;Examen;30;140
Facultatea de Management;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;75;N/A;N/A;3.500 lei;Management (la Deva);Public;Acreditat;Management;Management;Științe Economice;Examen;0;75
Departamentul Economie, Turism, Serivicii;Fundația "Gaudeamus" - Universitatea "Tomis" din Constanța;Constanta, Constanta;100;N/A;N/A;2.200 lei;Administrarea afacerilor;Public;Acreditat;Administrarea afacerilor;Administrarea afacerilor;Științe Economice;Dosar;5;95
