facultyName;universityName;facultyCity;availablePlaces;lastEntranceGrade;candidatesPerPlace;annualTax;facultyProgram;facultyType;authorization;specialization;domainOfLicenseOrMaster;facultyDomain;admissionType;budgetPlaces;taxPlaces
Departamentul Finanțe, Contabilitate și Discipline Umaniste;Fundația "Gaudeamus" - Universitatea "Tomis" din Constanța;Constanta, Constanta;100;N/A;N/A;2.100 lei;Finanţe şi bănci;Public;Acreditat;Finanţe şi bănci;Finanţe;Științe Economice;Dosar;5;95
Departamentul Economie, Turism, Serivicii;Fundația "Gaudeamus" - Universitatea "Tomis" din Constanța;Constanta, Constanta;75;N/A;N/A;2.100 lei;Economia comerţului, turismului, serviciilor şi managementul calităţii;Public;Autorizat;Economia comerţului, turismului, serviciilor şi managementul calităţii;Administrarea afacerilor;Științe Economice;Dosar;5;70
Facultatea de Ştiinţe Economice, Juridice și Sociale (Hunedoara);Fundația Universitară "Alma Mater" - Universitatea "Alma Mater" din Sibiu;Hunedoara, Hunedoara;N/A;N/A;N/A;N/A;Economia comerţului, turismului, serviciilor şi managementul calităţii (la Hunedoara);Public;Autorizat;Economia comerţului, turismului, serviciilor şi managementul calităţii;Administrarea afacerilor;Științe Economice;Dosar;0;0
Facultatea de Științe Economice, Sociale și Aministrative;Fundația Universitară "Alma Mater" - Universitatea "Alma Mater" din Sibiu;Sibiu, Sibiu;N/A;N/A;N/A;N/A;Management;Public;Acreditat;Management;Management;Științe Economice;Dosar;0;0
Facultatea de Științe Economice, Sociale și Aministrative;Fundația Universitară "Alma Mater" - Universitatea "Alma Mater" din Sibiu;Sibiu, Sibiu;N/A;N/A;N/A;2.500 lei;Economia comerţului, turismului, serviciilor şi managementul calităţii;Public;Acreditat;Economia comerţului, turismului, serviciilor şi managementul calităţii;Administrarea afacerilor;Științe Economice;Dosar;0;0
Facultatea de Științe Economice, Sociale și Aministrative;Fundația Universitară "Alma Mater" - Universitatea "Alma Mater" din Sibiu;Sibiu, Sibiu;N/A;N/A;N/A;2.500 lei;Pedagogia învăţământului primar şi preşcolar;Public;Acreditat;Pedagogia învăţământului primar şi preşcolar;Științe ale educației;Științe Politice și Comunicare;Dosar;0;0
Facultatea de Teologie;Institutul Teologic Baptist din București;Bucuresti, Bucuresti;25;N/A;N/A;2.500 lei;Teologie baptistă pastorală;Public;Acreditat;Teologie pastorală;Teologie;Teologie;Examen;0;25
Facultatea de Teologie;Institutul Teologic Baptist din București;Bucuresti, Bucuresti;50;N/A;N/A;2.475 lei;Teologie baptistă pastorală ID;Public;Acreditat;Teologie pastorală;Teologie;Teologie;Examen;0;50
Facultatea de Teologie Penticostală;Institutul Teologic Penticostal;Bucuresti, Bucuresti;N/A;N/A;N/A;N/A;Teologie penticostală pastorală;Public;Acreditat;Teologie pastorală;Teologie;Teologie;Examen;0;0
Facultatea de Teologie;Institutul Teologic Protestant din Cluj-Napoca;Cluj-Napoca, Cluj;N/A;N/A;N/A;N/A;Teologie protestantă pastorală (în limba maghiară);Public;Acreditat;Teologie pastorală;Teologie;Teologie;Examen;0;0
Facultatea de Filosofie;Institutul Teologic Romano-Catolic Franciscan din Roman;Roman, Neamt;N/A;N/A;N/A;N/A;Filosofie;Public;Autorizat;Filosofie;Filosofie;Științe Umaniste;Dosar;0;0
Bachelor of Business Administration;The Entrepreneurship Academy;Bucuresti, Bucuresti;60;N/A;N/A;33.530 lei;Antreprenoriat;Public;Acreditat;Management;Management;Științe Economice;Dosar;0;60
Facultatea de Ştiinţe Economice;Universitatea "1 Decembrie 1918" din Alba Iulia;Alba Iulia, Alba;93;N/A;N/A;2.500 lei;Contabilitate şi informatică de gestiune;Public;Acreditat;Contabilitate şi informatică de gestiune;Contabilitate;Științe Economice;Dosar;38;55
Facultatea de Ştiinţe Economice;Universitatea "1 Decembrie 1918" din Alba Iulia;Alba Iulia, Alba;75;N/A;N/A;2.200 lei;Economia comertului, turismului si serviciilor (ID);Public;Acreditat;Economia comerţului, turismului şi serviciilor;Administrarea afacerilor;Științe Economice;Dosar;0;75
Facultatea de Drept şi Ştiinţe Sociale;Universitatea "1 Decembrie 1918" din Alba Iulia;Alba Iulia, Alba;59;N/A;N/A;2.500 lei;Terapie ocupaţională;Public;Autorizat;Terapie ocupaţională;Psihologie;Științe Sociale și Psihologie;Dosar;20;39
Facultatea de Istorie şi Filologie;Universitatea "1 Decembrie 1918" din Alba Iulia;Alba Iulia, Alba;60;N/A;N/A;2.200 lei;Limba şi literatura română - Limba şi literatura engleză;Public;Acreditat;Limba şi literatura română;Limbă şi literatură;Științe Umaniste;Dosar;20;40
Facultatea de Ştiinţe Economice;Universitatea "1 Decembrie 1918" din Alba Iulia;Alba Iulia, Alba;75;N/A;N/A;2.200 lei;Contabilitate şi informatică de gestiune (ID);Public;Acreditat;Contabilitate şi informatică de gestiune;Contabilitate;Științe Economice;Dosar;0;75
Facultatea de Ştiinţe Exacte şi Inginereşti;Universitatea "1 Decembrie 1918" din Alba Iulia;Alba Iulia, Alba;66;N/A;N/A;3.000 lei;Informatică (în limba engleză);Public;Autorizat;Informatică;Informatică;Științe Exacte;Examen;6;60
Facultatea de Teologie Ortodoxă;Universitatea "1 Decembrie 1918" din Alba Iulia;Alba Iulia, Alba;91;N/A;N/A;2.200 lei;Teologie ortodoxă pastorală;Public;Acreditat;Teologie pastorală;Teologie;Teologie;Examen;31;60
Facultatea de Drept şi Ştiinţe Sociale;Universitatea "1 Decembrie 1918" din Alba Iulia;Alba Iulia, Alba;73;N/A;N/A;2.500 lei;Pedagogia învăţământului primar şi preşcolar;Public;Autorizat;Pedagogia învăţământului primar şi preşcolar;Științe ale educației;Științe Politice și Comunicare;Examen;30;43
Facultatea de Ştiinţe Exacte şi Inginereşti;Universitatea "1 Decembrie 1918" din Alba Iulia;Alba Iulia, Alba;54;N/A;N/A;2.600 lei;Măsurători terestre şi cadastru;Public;Acreditat;Măsurători terestre şi cadastru;Inginerie geodezică;Științe Inginerești;Dosar;24;30
Facultatea de Drept şi Ştiinţe Sociale;Universitatea "1 Decembrie 1918" din Alba Iulia;Alba Iulia, Alba;147;N/A;N/A;2.500 lei;Drept;Public;Acreditat;Drept;Drept;Științe Juridice;Dosar;41;106
Facultatea de Istorie şi Filologie;Universitatea "1 Decembrie 1918" din Alba Iulia;Alba Iulia, Alba;60;N/A;N/A;2.000 lei;Istorie;Public;Acreditat;Istorie;Istorie;Științe Umaniste;Dosar;20;40
Facultatea de Ştiinţe Economice;Universitatea "1 Decembrie 1918" din Alba Iulia;Alba Iulia, Alba;68;N/A;N/A;2.500 lei;Economia comerţului, turismului şi serviciilor;Public;Acreditat;Economia comerţului, turismului şi serviciilor;Administrarea afacerilor;Științe Economice;Dosar;28;40
Facultatea de Ştiinţe Economice;Universitatea "1 Decembrie 1918" din Alba Iulia;Alba Iulia, Alba;66;N/A;N/A;2.500 lei;Administrarea Afacerilor;Public;Acreditat;Administrarea afacerilor;Administrarea afacerilor;Științe Economice;Dosar;26;40
Facultatea de Drept şi Ştiinţe Sociale;Universitatea "1 Decembrie 1918" din Alba Iulia;Alba Iulia, Alba;45;N/A;N/A;2.400 lei;Administraţie publică;Public;Acreditat;Administraţie publică;Ştiinţe administrative;Științe Politice și Comunicare;Dosar;20;25
Facultatea de Drept şi Ştiinţe Sociale;Universitatea "1 Decembrie 1918" din Alba Iulia;Alba Iulia, Alba;50;N/A;N/A;2.700 lei;Kinetoterapie şi motricitate specială;Public;Autorizat;Kinetoterapie şi motricitate specială;Kinetoterapie;Ştiinţa Sportului şi Educaţiei Fizice;Examen;37;13
Facultatea de Istorie şi Filologie;Universitatea "1 Decembrie 1918" din Alba Iulia;Alba Iulia, Alba;42;N/A;N/A;2.000 lei;Traducere şi interpretare;Public;Autorizat;Traducere și interpretare;Limbi moderne aplicate;Științe Umaniste;Dosar;21;21
Facultatea de Ştiinţe Economice;Universitatea "1 Decembrie 1918" din Alba Iulia;Alba Iulia, Alba;45;N/A;N/A;2.500 lei;Marketing;Public;Acreditat;Marketing;Marketing;Științe Economice;Dosar;26;19
Facultatea de Ştiinţe Exacte şi Inginereşti;Universitatea "1 Decembrie 1918" din Alba Iulia;Alba Iulia, Alba;120;N/A;N/A;2.600 lei;Informatică;Public;Acreditat;Informatică;Informatică;Științe Exacte;Dosar;56;64
Facultatea de Drept şi Ştiinţe Sociale;Universitatea "1 Decembrie 1918" din Alba Iulia;Alba Iulia, Alba;45;N/A;N/A;2.700 lei;Sociologie;Public;Acreditat;Sociologie;Sociologie;Științe Sociale și Psihologie;Dosar;20;25
Facultatea de Ştiinţe Economice;Universitatea "1 Decembrie 1918" din Alba Iulia;Alba Iulia, Alba;66;N/A;N/A;2.500 lei;Administrarea Afacerilor (în limba engleză);Public;Autorizat;Administrarea afacerilor;Administrarea afacerilor;Științe Economice;Examen;26;40
Facultatea de Ştiinţe Economice;Universitatea "1 Decembrie 1918" din Alba Iulia;Alba Iulia, Alba;75;N/A;N/A;2.200 lei;Administrarea afacerilor (ID);Public;Autorizat;Administrarea afacerilor;Administrarea afacerilor;Științe Economice;Dosar;0;75
Facultatea de Ştiinţe Economice;Universitatea "1 Decembrie 1918" din Alba Iulia;Alba Iulia, Alba;66;N/A;N/A;2.500 lei;Finanţe şi bănci;Public;Acreditat;Finanţe şi bănci;Finanţe;Științe Economice;Dosar;26;40
Facultatea de Ştiinţe Exacte şi Inginereşti;Universitatea "1 Decembrie 1918" din Alba Iulia;Alba Iulia, Alba;48;N/A;N/A;2.600 lei;Electronică aplicată;Public;Acreditat;Electronică aplicată;Inginerie electronică, telecomunicații și tehnologii informaționale;Științe Inginerești;Dosar;35;13
Facultatea de Ştiinţe Exacte şi Inginereşti;Universitatea "1 Decembrie 1918" din Alba Iulia;Alba Iulia, Alba;55;N/A;N/A;2.600 lei;Ingineria Mediului;Public;Acreditat;Ingineria mediului;Ingineria mediului;Științe Inginerești;Dosar;25;30
Facultatea de Drept şi Ştiinţe Sociale;Universitatea "1 Decembrie 1918" din Alba Iulia;Alba Iulia, Alba;50;N/A;N/A;2.700 lei;Educaţie fizică şi sportivă;Public;Autorizat;Educaţie fizică şi sportivă;Educaţie fizică şi sport;Ştiinţa Sportului şi Educaţiei Fizice;Examen;37;13
Facultatea de Drept şi Ştiinţe Sociale;Universitatea "1 Decembrie 1918" din Alba Iulia;Alba Iulia, Alba;70;N/A;N/A;2.400 lei;Asistenţă socială;Public;Acreditat;Asistenţă socială;Asistenţă socială;Științe Sociale și Psihologie;Dosar;20;50
Facultatea de Drept şi Ştiinţe Sociale;Universitatea "1 Decembrie 1918" din Alba Iulia;Alba Iulia, Alba;50;N/A;N/A;2.200 lei;Pedagogia învăţământului primar şi preşcolar (ID);Public;Autorizat;Pedagogia învăţământului primar şi preşcolar;Științe ale educației;Științe Politice și Comunicare;Examen;0;50
Facultatea de Teologie Ortodoxă;Universitatea "1 Decembrie 1918" din Alba Iulia;Alba Iulia, Alba;30;N/A;N/A;2.700 lei;Muzică religioasă;Public;Autorizat;Muzică religioasă;Muzică;Arte, Arhitectură și Urbanism ;Examen;22;8
Facultatea de Ştiinţe Economice;Universitatea "Agora" din Municipiul Oradea;Oradea, Bihor;50;N/A;N/A;2.400 lei;Management;Public;Acreditat;Management;Management;Științe Economice;Dosar;0;50
Facultatea de Științe Juridice și Administrative;Universitatea "Agora" din Municipiul Oradea;Oradea, Bihor;100;N/A;N/A;2.400 lei;Drept;Public;Acreditat;Drept;Drept;Științe Juridice;Dosar;0;100
Facultatea de Științe Juridice și Administrative;Universitatea "Agora" din Municipiul Oradea;Oradea, Bihor;80;N/A;N/A;2.400 lei;Poliţie locală;Public;Acreditat;Poliţie locală;Ştiinţe administrative;Științe Politice și Comunicare;Examen;0;80
Facultatea de Ştiinţe Economice;Universitatea "Agora" din Municipiul Oradea;Oradea, Bihor;100;N/A;N/A;2.400 lei;Contabilitate şi informatică de gestiune;Public;Acreditat;Contabilitate şi informatică de gestiune;Contabilitate;Științe Economice;Dosar;0;100
Facultatea de Biologie;Universitatea "Alexandru Ioan Cuza" din Iaşi (UAIC);Iasi, Iasi;55;8.34;N/A;3.000 lei;Ecologie şi protecţia mediului;Public;Acreditat;Ecologie şi protecţia mediului;Ştiinţa mediului;Științe ale Naturii;Dosar;40;15
Facultatea de Biologie;Universitatea "Alexandru Ioan Cuza" din Iaşi (UAIC);Iasi, Iasi;95;7.76;0.63;3.500 lei;Biochimie;Public;Acreditat;Biochimie;Biologie;Științe ale Naturii;Dosar;75;20
Facultatea de Economie şi Administrarea Afacerilor (FEAA);Universitatea "Alexandru Ioan Cuza" din Iaşi (UAIC);Iasi, Iasi;130;N/A;N/A;2.900 lei;Contabilitate şi informatică de gestiune (ID);Public;Acreditat;Contabilitate şi informatică de gestiune;Contabilitate;Științe Economice;Dosar;0;130
Facultatea de Drept;Universitatea "Alexandru Ioan Cuza" din Iaşi (UAIC);Iasi, Iasi;145;N/A;N/A;2.800 lei;Drept (IFR);Public;Acreditat;Drept;Drept;Științe Juridice;Dosar;0;145
Facultatea de Economie şi Administrarea Afacerilor (FEAA);Universitatea "Alexandru Ioan Cuza" din Iaşi (UAIC);Iasi, Iasi;150;N/A;N/A;2.900 lei;Management (ID);Public;Acreditat;Management;Management;Științe Economice;Dosar;0;150
Facultatea de Educaţie Fizică şi Sport;Universitatea "Alexandru Ioan Cuza" din Iaşi (UAIC);Iasi, Iasi;68;N/A;N/A;3.500 lei;Kinetoterapie şi motricitate specială;Public;Acreditat;Kinetoterapie şi motricitate specială;Kinetoterapie;Ştiinţa Sportului şi Educaţiei Fizice;Examen;27;41
Facultatea de Filosofie şi Ştiinţe Social - Politice;Universitatea "Alexandru Ioan Cuza" din Iaşi (UAIC);Iasi, Iasi;50;N/A;N/A;3.000 lei;Comunicare şi relaţii publice (ID);Public;Acreditat;Comunicare şi relaţii publice;Ştiinţe ale comunicării;Științe Politice și Comunicare;Dosar;0;50
Facultatea de Filosofie şi Ştiinţe Social - Politice;Universitatea "Alexandru Ioan Cuza" din Iaşi (UAIC);Iasi, Iasi;95;N/A;N/A;3.000 lei;Sociologie;Public;Acreditat;Sociologie;Sociologie;Științe Sociale și Psihologie;Dosar;30;65
Facultatea de Filosofie şi Ştiinţe Social - Politice;Universitatea "Alexandru Ioan Cuza" din Iaşi (UAIC);Iasi, Iasi;38;N/A;N/A;3.000 lei;Filosofie;Public;Acreditat;Filosofie;Filosofie;Științe Umaniste;Dosar;30;8
Facultatea de Fizică;Universitatea "Alexandru Ioan Cuza" din Iaşi (UAIC);Iasi, Iasi;20;N/A;N/A;3.000 lei;Fizică tehnologică;Public;Acreditat;Fizică tehnologică;Științe inginerești aplicate;Științe Inginerești;Dosar;18;2
Facultatea de Geografie şi Geologie;Universitatea "Alexandru Ioan Cuza" din Iaşi (UAIC);Iasi, Iasi;300;N/A;N/A;3.000 lei;Hidrologie şi meteorologie;Public;Acreditat;Hidrologie şi meteorologie;Geografie;Științe ale Naturii;Dosar;200;100
Facultatea de Geografie şi Geologie;Universitatea "Alexandru Ioan Cuza" din Iaşi (UAIC);Iasi, Iasi;300;N/A;N/A;3.000 lei;Planificare teritorială;Public;Acreditat;Planificare teritorială;Geografie;Științe ale Naturii;Dosar;200;100
Facultatea de Geografie şi Geologie;Universitatea "Alexandru Ioan Cuza" din Iaşi (UAIC);Iasi, Iasi;40;N/A;N/A;3.000 lei;Geochimie;Public;Acreditat;Geochimie;Geologie;Științe ale Naturii;Dosar;30;10
Facultatea de Psihologie şi Ştiinţe ale Educaţiei;Universitatea "Alexandru Ioan Cuza" din Iaşi (UAIC);Iasi, Iasi;60;N/A;N/A;3.300 lei;Pedagogie;Public;Acreditat;Pedagogie;Științe ale educației;Științe Politice și Comunicare;Dosar;40;20
Facultatea de Chimie;Universitatea "Alexandru Ioan Cuza" din Iaşi (UAIC);Iasi, Iasi;60;7.10;N/A;3.500 lei;Chimie medicală;Public;Autorizat;Chimie;Chimie;Științe Exacte;Dosar;40;20
Facultatea de Litere;Universitatea "Alexandru Ioan Cuza" din Iaşi (UAIC);Iasi, Iasi;20;N/A;N/A;2.400 lei;Literatură universală şi comparată - Limbă şi literatură modernă;Public;Acreditat;Literatură universală şi comparată;Limbă şi literatură;Științe Umaniste;Dosar;10;10
Facultatea de Filosofie şi Ştiinţe Social - Politice;Universitatea "Alexandru Ioan Cuza" din Iaşi (UAIC);Iasi, Iasi;270;N/A;N/A;3.000 lei;Asistență socială;Public;Acreditat;Asistenţă socială;Asistenţă socială;Științe Sociale și Psihologie;Dosar;75;195
Facultatea de Psihologie şi Ştiinţe ale Educaţiei;Universitatea "Alexandru Ioan Cuza" din Iaşi (UAIC);Iasi, Iasi;30;N/A;N/A;3.300 lei;Pedagogie socială;Public;Autorizat;Pedagogie;Științe ale educației;Științe Politice și Comunicare;Dosar;0;30
Facultatea de Economie şi Administrarea Afacerilor (FEAA);Universitatea "Alexandru Ioan Cuza" din Iaşi (UAIC);Iasi, Iasi;N/A;N/A;N/A;3.000 lei;Economia comerţului, turismului şi serviciilor (la Piatra Neamţ);Public;Acreditat;Economia comerţului, turismului şi serviciilor;Administrarea afacerilor;Științe Economice;Dosar;0;0
Facultatea de Economie şi Administrarea Afacerilor (FEAA);Universitatea "Alexandru Ioan Cuza" din Iaşi (UAIC);Iasi, Iasi;140;N/A;N/A;3.000 lei;Informatică economică;Public;Acreditat;Informatică economică;Informatică economică;Științe Economice;Dosar;70;70
Facultatea de Economie şi Administrarea Afacerilor (FEAA);Universitatea "Alexandru Ioan Cuza" din Iaşi (UAIC);Iasi, Iasi;172;N/A;N/A;3.000 lei;Marketing;Public;Acreditat;Marketing;Marketing;Științe Economice;Dosar;86;86
Facultatea de Fizică;Universitatea "Alexandru Ioan Cuza" din Iaşi (UAIC);Iasi, Iasi;85;N/A;N/A;3.000 lei;Fizică medicală;Public;Acreditat;Fizică medicală;Fizică;Științe Exacte;Dosar;75;10
