facultyName;universityName;facultyCity;availablePlaces;lastEntranceGrade;candidatesPerPlace;annualTax;facultyProgram;facultyType;authorization;specialization;domainOfLicenseOrMaster;facultyDomain;admissionType;budgetPlaces;taxPlaces
Facultatea de Mecanică;Universitatea Politehnica Timişoara (UPT);Timisoara, Timis;35;N/A;N/A;3.900 lei;Ingineria calităţii în mecatronică şi robotică;Public;Acreditat;Mecatronică;Mecatronică și robotică;Științe Inginerești;Examen;25;10
Facultatea de Automatică şi Calculatoare;Universitatea Politehnica Timişoara (UPT);Timisoara, Timis;35;N/A;N/A;3.900 lei;Tehnologii informatice;Public;Acreditat;Tehnologia informaţiei;Calculatoare și tehnologia informației;Științe Inginerești;Examen;30;5
Facultatea de Arhitectură și Urbanism;Universitatea Politehnica Timişoara (UPT);Timisoara, Timis;35;6.90;0.60;3.900 lei;Urbanism şi amenajarea teritoriului;Public;Acreditat;Urbanism și administrarea teritoriului;Urbanism;Arte, Arhitectură și Urbanism ;Examen;20;15
Facultatea de Electronică şi Telecomunicaţii;Universitatea Politehnica Timişoara (UPT);Timisoara, Timis;40;6.70;0.75;3.900 lei;Ingineria reţelelor telecomunicaţii;Public;Acreditat;Tehnologii şi sisteme de telecomunicaţii;Inginerie electronică, telecomunicații și tehnologii informaționale;Științe Inginerești;Examen;30;10
Facultatea de Electrotehnică şi Electroenergetică;Universitatea Politehnica Timişoara (UPT);Timisoara, Timis;50;N/A;N/A;3.900 lei;Conducerea sistemelor electroenergetice;Public;Acreditat;Ingineria sistemelor electroenergetice;Inginerie energetică;Științe Inginerești;Examen;45;5
Facultatea de Electronică şi Telecomunicaţii;Universitatea Politehnica Timişoara (UPT);Timisoara, Timis;40;7.20;0.75;3.900 lei;Electronică biomedicală;Public;Acreditat;Electronică aplicată;Inginerie electronică, telecomunicații și tehnologii informaționale;Științe Inginerești;Examen;30;10
Facultatea de Construcţii;Universitatea Politehnica Timişoara (UPT);Timisoara, Timis;30;N/A;N/A;3.900 lei;Structuri pentru construcții durabile în condiții de hazard natural și acțiuni exceptionale;Public;Acreditat;Inginerie civilă;Inginerie civilă;Științe Inginerești;Examen;25;5
Facultatea de Chimie Industrială şi Ingineria Mediului;Universitatea Politehnica Timişoara (UPT);Timisoara, Timis;40;N/A;N/A;3.900 lei;Ingineria mediului;Public;Acreditat;Ingineria mediului;Ingineria mediului;Științe Inginerești;Examen;30;10
Facultatea de Management în Producţie şi Transporturi;Universitatea Politehnica Timişoara (UPT);Timisoara, Timis;50;7.73;0.26;3.900 lei;Ingineria şi managementul sistemelor logistice;Public;Acreditat;Inginerie economică în domeniul transporturilor;Inginerie și management;Științe Inginerești;Examen;40;10
Facultatea de Inginerie din Hunedoara;Universitatea Politehnica Timişoara (UPT);Hunedoara, Hunedoara;30;8.19;1.03;3.900 lei;Ingineria şi managementul dezvoltării durabile în industria de materiale;Public;Acreditat;Inginerie economică industrială;Inginerie și management;Științe Inginerești;Examen;26;4
Facultatea de Mecanică;Universitatea Politehnica Timişoara (UPT);Timisoara, Timis;40;N/A;N/A;3.900 lei;Implanturi, proteze şi evaluare biomecanică;Public;Acreditat;Inginerie medicală;Științe inginerești aplicate;Științe Inginerești;Examen;30;10
Facultatea de Inginerie din Hunedoara;Universitatea Politehnica Timişoara (UPT);Hunedoara, Hunedoara;30;8.01;0.37;3.900 lei;Sisteme avansate de utilizare a energiei electrice;Public;Acreditat;Sisteme electrice;Inginerie electrică;Științe Inginerești;Examen;26;4
Facultatea de Mecanică;Universitatea Politehnica Timişoara (UPT);Timisoara, Timis;35;N/A;N/A;3.900 lei;Ingineria relaţiilor de muncă, sănătate şi securitate în muncă;Public;Acreditat;Inginerie mecanică;Ingineria sistemelor și inginerie mecanică;Științe Inginerești;Examen;25;10
Facultatea de Mecanică;Universitatea Politehnica Timişoara (UPT);Timisoara, Timis;35;N/A;N/A;3.900 lei;Inginerie mecanică avansată;Public;Acreditat;Inginerie mecanică;Ingineria sistemelor și inginerie mecanică;Științe Inginerești;Examen;25;10
Facultatea de Mecanică;Universitatea Politehnica Timişoara (UPT);Timisoara, Timis;35;N/A;N/A;3.900 lei;Ingineria produselor din materiale polimerice şi compozite;Public;Acreditat;Ingineria prelucrării materialelor polimerice, textile şi compozite;Inginerie industrială;Științe Inginerești;Examen;25;10
Facultatea de Arhitectură și Urbanism;Universitatea Politehnica Timişoara (UPT);Timisoara, Timis;35;6.40;0.49;3.900 lei;Restaurare și Regenerare Patrimonială;Public;Acreditat;Urbanism și administrarea teritoriului;Urbanism;Arte, Arhitectură și Urbanism ;Examen;20;15
Facultatea de Ştiinţe ale Comunicării;Universitatea Politehnica Timişoara (UPT);Timisoara, Timis;25;7.80;0.88;3.900 lei;Comunicare în afaceri;Public;Acreditat;Comunicare şi relaţii publice;Ştiinţe ale comunicării;Științe Politice și Comunicare;Examen;22;3
Facultatea de Arhitectură și Urbanism;Universitatea Politehnica Timişoara (UPT);Timisoara, Timis;35;7.88;0.43;3.900 lei;Tendinţe actuale în arhitectura de interior;Public;Acreditat;Arhitectură de interior;Arhitectură;Arte, Arhitectură și Urbanism ;Examen;20;15
Facultatea de Construcţii;Universitatea Politehnica Timişoara (UPT);Timisoara, Timis;30;N/A;N/A;3.900 lei;Cadastru şi evaluarea bunurilor imobile;Public;Acreditat;Cadastru şi managementul proprietăţilor;Inginerie geodezică;Științe Inginerești;Examen;25;5
Facultatea de Construcţii;Universitatea Politehnica Timişoara (UPT);Timisoara, Timis;30;N/A;N/A;3.900 lei;Dezvoltare durabilă: auditul energetic şi securitate la incendiu a clădirilor -;Public;Acreditat;Inginerie civilă;Inginerie civilă și instalații;Științe Inginerești;Examen;25;5
Facultatea de Construcţii;Universitatea Politehnica Timişoara (UPT);Timisoara, Timis;30;N/A;N/A;3.900 lei;Optimizarea şi modernizarea sistemelor de instalaţii;Public;Acreditat;Instalaţii pentru construcţii;Inginerie civilă și instalații;Științe Inginerești;Examen;25;5
Facultatea de Electronică şi Telecomunicaţii;Universitatea Politehnica Timişoara (UPT);Timisoara, Timis;40;N/A;N/A;3.900 lei;Electronica sistemelor inteligente;Public;Acreditat;Electronică aplicată;Inginerie electronică, telecomunicații și tehnologii informaționale;Științe Inginerești;Examen;30;10
Facultatea de Construcţii;Universitatea Politehnica Timişoara (UPT);Timisoara, Timis;30;N/A;N/A;3.900 lei;Proiectarea avansată a structurilor metalice compozite /Advanced Design of Steel and Compozite Structures – limba engleză;Public;Acreditat;Inginerie civilă;Inginerie civilă și instalații;Științe Inginerești;Examen;25;5
Facultatea de Electronică şi Telecomunicaţii;Universitatea Politehnica Timişoara (UPT);Timisoara, Timis;40;7.20;0.50;3.900 lei;Communication Networks (CN);Public;Acreditat;Electronică aplicată;Inginerie electronică, telecomunicații și tehnologii informaționale;Științe Inginerești;Examen;30;10
Facultatea de Automatică şi Calculatoare;Universitatea Politehnica Timişoara (UPT);Timisoara, Timis;35;N/A;N/A;3.900 lei;Sisteme informatice în îngrijirea sănătăţii;Public;Acreditat;Automatică şi informatică aplicată;Ingineria sistemelor și inginerie mecanică;Științe Inginerești;Examen;30;5
Facultatea de Automatică şi Calculatoare;Universitatea Politehnica Timişoara (UPT);Timisoara, Timis;35;N/A;N/A;3.900 lei;Ingineria calculatoarelor - Computer engineering - Limba Engleză;Public;Acreditat;Calculatoare;Calculatoare și tehnologia informației;Științe Inginerești;Examen;30;5
Facultatea de Inginerie din Hunedoara;Universitatea Politehnica Timişoara (UPT);Hunedoara, Hunedoara;30;7.77;0.87;3.900 lei;Ingineria şi managementul sistemelor mecanice;Public;Acreditat;Inginerie economică în domeniul mecanic;Inginerie și management;Științe Inginerești;Examen;26;4
Facultatea de Management în Producţie şi Transporturi;Universitatea Politehnica Timişoara (UPT);Timisoara, Timis;50;6.61;0.28;3.900 lei;Management antreprenorial în administrarea afacerilor;Public;Acreditat;Ingineria şi managementul afacerilor;Inginerie și management;Științe Inginerești;Examen;40;10
Facultatea de Mecanică;Universitatea Politehnica Timişoara (UPT);Timisoara, Timis;35;N/A;N/A;3.900 lei;Sisteme robotice cu inteligenţă artificială;Public;Acreditat;Mecatronică;Mecatronică și robotică;Științe Inginerești;Examen;25;10
Facultatea de Mecanică;Universitatea Politehnica Timişoara (UPT);Timisoara, Timis;25;N/A;N/A;3.900 lei;CAD pentru sisteme mecanice avansate (Computer aided design of the advanced mechanical system) – limba engleză;Public;Acreditat;Mecatronică;Mecatronică și robotică;Științe Inginerești;Examen;0;25
Facultatea de Mecanică;Universitatea Politehnica Timişoara (UPT);Timisoara, Timis;40;N/A;N/A;3.900 lei;Sisteme integrate pentru fabricaţia agroalimentară;Public;Acreditat;Maşini şi instalaţii pentru agricultură şi industrie alimentară;Ingineria sistemelor și inginerie mecanică;Științe Inginerești;Examen;30;10
Facultatea de Electrotehnică şi Electroenergetică;Universitatea Politehnica Timişoara (UPT);Timisoara, Timis;30;N/A;N/A;3.900 lei;Energii regenerabile - Energia solară;Public;Acreditat;Managementul energiei;Inginerie energetică;Științe Inginerești;Examen;20;10
Facultatea de Electronică şi Telecomunicaţii;Universitatea Politehnica Timişoara (UPT);Timisoara, Timis;40;N/A;N/A;3.900 lei;Tehnici avansate în electronică;Public;Acreditat;Electronică aplicată;Inginerie electronică, telecomunicații și tehnologii informaționale;Științe Inginerești;Examen;30;10
Facultatea de Mecanică;Universitatea Politehnica Timişoara (UPT);Timisoara, Timis;40;N/A;N/A;3.500 lei;Ingineria sistemelor de propulsie pentru autovehicule;Public;Acreditat;Ingineria sistemelor de propulsie pentru autovehicule;Ingineria autovehiculelor;Științe Inginerești;Examen;30;10
Facultatea de Inginerie din Hunedoara;Universitatea Politehnica Timişoara (UPT);Hunedoara, Hunedoara;30;7.61;0.87;3.900 lei;Tehnici informatice în ingineria electrică;Public;Acreditat;Inginerie electrică şi calculatoare;Inginerie electrică;Științe Inginerești;Examen;26;4
Facultatea de Automatică şi Calculatoare;Universitatea Politehnica Timişoara (UPT);Timisoara, Timis;35;N/A;N/A;3.900 lei;Sisteme încorporate pentru domeniul auto - Automative embeded software - Limba engleză;Public;Acreditat;Automatică şi informatică aplicată;Ingineria sistemelor și inginerie mecanică;Științe Inginerești;Examen;30;5
Facultatea de Electronică şi Telecomunicaţii;Universitatea Politehnica Timişoara (UPT);Timisoara, Timis;40;6.40;0.57;3.900 lei;Tehnologii multimedia;Public;Acreditat;Electronică aplicată;Inginerie electronică, telecomunicații și tehnologii informaționale;Științe Inginerești;Examen;30;10
Facultatea de Construcţii;Universitatea Politehnica Timişoara (UPT);Timisoara, Timis;30;N/A;N/A;3.900 lei;Infrastructuri pentru transporturi;Public;Acreditat;Infrastructura transporturilor metropolitane;Inginerie civilă și instalații;Științe Inginerești;Examen;25;5
Facultatea de Mecanică;Universitatea Politehnica Timişoara (UPT);Timisoara, Timis;35;N/A;N/A;3.900 lei;Inginerie integrată;Public;Acreditat;Tehnologia construcţiilor de maşini;Inginerie industrială;Științe Inginerești;Examen;25;10
Facultatea de Automatică şi Calculatoare;Universitatea Politehnica Timişoara (UPT);Timisoara, Timis;35;N/A;N/A;3.900 lei;Inginerie software (Software Engineering) – Limba engleză;Public;Acreditat;Calculatoare;Calculatoare și tehnologia informației;Științe Inginerești;Examen;30;5
Facultatea de Mecanică;Universitatea Politehnica Timişoara (UPT);Timisoara, Timis;35;N/A;N/A;3.900 lei;Materiale şi tehnolgii avansate;Public;Acreditat;Ştiinţa materialelor;Ingineria materialelor;Științe Inginerești;Examen;25;10
Facultatea de Mecanică;Universitatea Politehnica Timişoara (UPT);Timisoara, Timis;35;N/A;N/A;3.900 lei;Ergoinginerie în mecatronică;Public;Acreditat;Mecatronică;Mecatronică și robotică;Științe Inginerești;Examen;25;10
Facultatea de Mecanică;Universitatea Politehnica Timişoara (UPT);Timisoara, Timis;40;N/A;N/A;3.900 lei;Managementul calităţii proceselor tehnologice;Public;Acreditat;Inginerie mecanică;Ingineria sistemelor și inginerie mecanică;Științe Inginerești;Examen;30;10
Facultatea de Inginerie Electrică;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;50;6.68;0.38;5.000 lei;Sisteme electrice avansate;Public;Acreditat;Sisteme electrice;Inginerie electrică;Științe Inginerești;Examen;25;25
Facultatea de Inginerie Mecanică şi Mecatronică;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;5.000 lei;Evaluarea riscului, siguranței și integrității echipamentelor sub presiune;Public;Acreditat;Construcţii civile, industriale şi agricole;Inginerie civilă;Științe Inginerești;Examen;0;0
Facultatea de Electronică, Telecomunicaţii şi Tehnologia Informaţiei;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;50;6.85;0.58;5.000 lei;Tehnologii avansate in electronica auto (TAEA);Public;Acreditat;Electronică aplicată;Inginerie electronică, telecomunicații și tehnologii informaționale;Științe Inginerești;Examen;28;22
Facultatea de Energetică;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;5.000 lei;Ingineria Sistemelor Electroenergice;Public;Acreditat;Ingineria sistemelor electroenergetice;Inginerie energetică;Științe Inginerești;Examen;0;0
Facultatea de Inginerie Industrială și Robotică;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;40;8.29;0.20;5.000 lei;Echipamente pentru terapii de recuperare;Public;Acreditat;Inginerie industrială;Inginerie industrială;Științe Inginerești;Examen;20;20
Facultatea de Inginerie Industrială și Robotică;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;40;N/A;N/A;5.000 lei;Design industrial şi produse inovative;Public;Acreditat;Inginerie industrială;Inginerie industrială;Științe Inginerești;Examen;20;20
Facultatea de Inginerie Industrială și Robotică;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;40;8.35;0.57;5.000 lei;Managementul întreprinderilor industriale virtuale;Public;Acreditat;Inginerie industrială;Inginerie industrială;Științe Inginerești;Examen;20;20
Facultatea de Inginerie Mecanică şi Mecatronică;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;5.000 lei;Mecatronica avansata;Public;Acreditat;Mecatronică;Mecatronică și robotică;Științe Inginerești;Examen;0;0
Facultatea de Inginerie Aerospaţială;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;40;N/A;0.03;5.000 lei;Avionică și navigație aerospațială;Public;Acreditat;Construcţii aerospaţiale;Inginerie aerospațială;Științe Inginerești;Examen;20;20
Facultatea de Ingineria Sistemelor Biotehnice;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;6.93;N/A;5.000 lei;Ingineria și Managementul Procesării și Păstrării Produselor Agroalimentare;Public;Acreditat;Ingineria produselor alimentare;Ingineria produselor alimentare;Științe Agricole;Examen;0;0
Facultatea de Transporturi;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;5.000 lei;Transport și Trafic Urban;Public;Acreditat;Ingineria transporturilor şi a traficului;Ingineria transporturilor;Științe Inginerești;Examen;0;0
Facultatea de Inginerie Industrială și Robotică;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;40;8.10;0.30;5.000 lei;Consilierea şi managementul carierei în domeniul profesional şi tehnic;Public;Acreditat;Pedagogie;Științe ale educației;Științe Politice și Comunicare;Examen;20;20
Facultatea de Inginerie Industrială și Robotică;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;40;7.72;0.40;5.000 lei;Evaluarea calităţii materialelor şi produselor;Public;Acreditat;Inginerie industrială;Inginerie industrială;Științe Inginerești;Examen;20;20
Facultatea de Ştiinţa şi Ingineria Materialelor;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;5.000 lei;Sinteza și procesarea materialelor metalice speciale;Public;Acreditat;Ştiinţa materialelor;Ingineria materialelor;Științe Inginerești;Examen;0;0
Facultatea de Inginerie Medicală;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;35;N/A;N/A;5.500 lei;Substanţe, Materiale şi Sisteme Biocompatibile (SB);Public;Acreditat;Inginerie medicală;Științe inginerești aplicate;Științe Inginerești;Examen;25;10
Facultatea de Chimie Aplicată şi Ştiinţa Materialelor;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;5.000 lei;Ingineria mediului;Public;Acreditat;Ingineria mediului;Ingineria mediului;Științe Inginerești;Examen;0;0
Facultatea de Transporturi;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;50;N/A;N/A;5.000 lei;Sisteme Telematice pentru Transporturi;Public;Acreditat;Ingineria transporturilor şi a traficului;Ingineria transporturilor;Științe Inginerești;Examen;25;25
Facultatea de Ştiinţe Aplicate;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;5.000 lei;Sisteme dinamice optimale și modele economico-financiare;Public;Acreditat;Inginerie medicală;Științe inginerești aplicate;Științe Inginerești;Examen;0;0
Facultatea de Ştiinţe Aplicate;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;5.000 lei;Modele de decizie, risc şi prognoză;Public;Acreditat;Inginerie medicală;Științe inginerești aplicate;Științe Inginerești;Examen;0;0
Facultatea de Antreprenoriat, Ingineria şi Managementul Afacerilor;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;3.000 lei;Inginerie economică în activități industriale;Public;Acreditat;Inginerie economică industrială;Inginerie și management;Științe Inginerești;Examen;0;0
Facultatea de Electronică, Telecomunicaţii şi Tehnologia Informaţiei;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;30;N/A;N/A;5.000 lei;Circuite și sisteme integrate de comunicații;Public;Acreditat;Electronică aplicată;Inginerie electronică, telecomunicații și tehnologii informaționale;Științe Inginerești;Examen;15;15
Facultatea de Electronică, Telecomunicaţii şi Tehnologia Informaţiei;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;5.000 lei;Tehnologii multimedia în aplicații de biometrie și securitatea informației;Public;Acreditat;Electronică aplicată;Inginerie electronică, telecomunicații și tehnologii informaționale;Științe Inginerești;Examen;0;0
Facultatea de Electronică, Telecomunicaţii şi Tehnologia Informaţiei;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;25;7.29;0.32;5.000 lei;Sisteme inteligente și vederea artificială;Public;Acreditat;Electronică aplicată;Inginerie electronică, telecomunicații și tehnologii informaționale;Științe Inginerești;Examen;15;10
Facultatea de Inginerie în Limbi Străine;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;25;7.71;0.28;5.500 lei;Software Engineering - Ingineria sistemelor de programe;Public;Acreditat;Ingineria informaţiei;Calculatoare și tehnologia informației;Științe Inginerești;Examen;10;15
Facultatea de Inginerie în Limbi Străine;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;10;9.20;0.30;5.500 lei;Ingénierie des systèmes industriels – Ingineria sistemelor industriale;Public;Acreditat;Inginerie industrială;Inginerie industrială;Științe Inginerești;Examen;5;5
Facultatea de Automatică şi Calculatoare;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;6.36;N/A;5.000 lei;Grafică, multimedia şi realitate virtuală;Public;Acreditat;Calculatoare;Calculatoare și tehnologia informației;Științe Inginerești;Examen;0;0
Facultatea de Inginerie Aerospaţială;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;45;N/A;0.04;5.000 lei;Sisteme holistice spațiale;Public;Acreditat;Sisteme de propulsie;Inginerie aerospațială;Științe Inginerești;Examen;25;20
Facultatea de Automatică şi Calculatoare;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;5.000 lei;Arhitecturi orientate pe servicii pentru intreprinderi;Public;Acreditat;Automatică şi informatică aplicată;Ingineria sistemelor și inginerie mecanică;Științe Inginerești;Examen;0;0
Facultatea de Automatică şi Calculatoare;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;6.92;N/A;5.500 lei;Service engineering and management/ Ingineria și managementul serviciilor;Public;Acreditat;Automatică şi informatică aplicată;Ingineria sistemelor și inginerie mecanică;Științe Inginerești;Examen;0;0
Facultatea de Automatică şi Calculatoare;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;6.88;N/A;5.000 lei;Sisteme informatice în medicină;Public;Acreditat;Automatică şi informatică aplicată;Ingineria sistemelor și inginerie mecanică;Științe Inginerești;Examen;0;0
Facultatea de Chimie Aplicată şi Ştiinţa Materialelor;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;5.000 lei;Protecția Consumatorului. Controlul Calității Produselor;Public;Acreditat;Ingineria substanţelor anorganice şi protecţia mediului;Inginerie chimică;Științe Inginerești;Examen;0;0
Facultatea de Inginerie Electrică;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;50;N/A;N/A;5.000 lei;Analiza și modelarea sistemelor electromagnetice;Public;Acreditat;Sisteme electrice;Inginerie electrică;Științe Inginerești;Examen;25;25
Facultatea de Electronică, Telecomunicaţii şi Tehnologia Informaţiei;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;20;7.29;0.40;5.000 lei;Sisteme inteligente şi vederea artificială (SIVA);Public;Acreditat;Electronică aplicată;Inginerie electronică, telecomunicații și tehnologii informaționale;Științe Inginerești;Examen;10;10
Facultatea de Electronică, Telecomunicaţii şi Tehnologia Informaţiei;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;10;7.13;0.30;5.000 lei;Electronică şi informatică aplicată (EIA);Public;Acreditat;Electronică aplicată;Inginerie electronică, telecomunicații și tehnologii informaționale;Științe Inginerești;Examen;5;5
Facultatea de Inginerie Industrială și Robotică;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;40;7.37;0.17;5.000 lei;Calitate în inginerie şi managementul afacerilor;Public;Acreditat;Inginerie economică industrială;Inginerie și management;Științe Inginerești;Examen;20;20
Facultatea de Inginerie Industrială și Robotică;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;40;7.83;0.23;5.000 lei;Concepţie şi management în productică;Public;Acreditat;Inginerie industrială;Inginerie industrială;Științe Inginerești;Examen;20;20
Facultatea de Inginerie Industrială și Robotică;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;40;6.85;0.30;5.000 lei;Logistică industrială;Public;Acreditat;Logistică industrială;Inginerie industrială;Științe Inginerești;Examen;20;20
Facultatea de Inginerie Mecanică şi Mecatronică;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;5.000 lei;Ingineria calității și mediului in industriile de proces;Public;Acreditat;Construcţii civile, industriale şi agricole;Inginerie civilă;Științe Inginerești;Examen;0;0
Facultatea de Inginerie Aerospaţială;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;40;N/A;0.10;5.000 lei;Structuri aeronautice și spațiale;Public;Acreditat;Construcţii aerospaţiale;Inginerie aerospațială;Științe Inginerești;Examen;20;20
Facultatea de Ingineria Sistemelor Biotehnice;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;50;6.47;1.20;5.000 lei;Cercetarea, proiectarea și testarea sistemelor biotehnice (CPTSB);Public;Acreditat;Construcţii civile, industriale şi agricole;Inginerie civilă;Științe Inginerești;Examen;25;25
Facultatea de Inginerie Industrială și Robotică;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;45;7.00;0.60;5.000 lei;Ingineria securităţii şi sănătăţii în muncă;Public;Acreditat;Ingineria securităţii în industrie;Inginerie industrială;Științe Inginerești;Examen;25;20
Facultatea de Inginerie Industrială și Robotică;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;40;7.54;0.07;5.000 lei;Studii culturale europene;Public;Acreditat;Relaţii internaţionale şi studii europene;Relații internaționale și studii europene;Științe Politice și Comunicare;Examen;20;20
Facultatea de Transporturi;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;5.000 lei;Vehicule Feroviare pentru Mari Viteze;Public;Acreditat;Ingineria transporturilor şi a traficului;Ingineria transporturilor;Științe Inginerești;Examen;0;0
Facultatea de Inginerie Industrială și Robotică;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;40;8.79;0.78;5.000 lei;Ingineria calităţii;Public;Acreditat;Ingineria şi managementul calităţii;Inginerie industrială;Științe Inginerești;Examen;20;20
Facultatea de Transporturi;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;50;N/A;N/A;5.000 lei;Management în Transporturi;Public;Acreditat;Ingineria transporturilor şi a traficului;Ingineria transporturilor;Științe Inginerești;Examen;25;25
Facultatea de Ştiinţa şi Ingineria Materialelor;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;5.000 lei;Obținerea, procesarea și caracterizarea nanomaterialelor metalice;Public;Acreditat;Ştiinţa materialelor;Ingineria materialelor;Științe Inginerești;Examen;0;0
Facultatea de Antreprenoriat, Ingineria şi Managementul Afacerilor;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;52;8.03;0.62;5.000 lei;Calitatea produselor și serviciilor industriale;Public;Acreditat;Tehnologia construcţiilor de maşini;Inginerie industrială;Științe Inginerești;Examen;32;20
Facultatea de Electronică, Telecomunicaţii şi Tehnologia Informaţiei;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;5.000 lei;Managementul serviciilor și rețelelor;Public;Acreditat;Electronică aplicată;Inginerie electronică, telecomunicații și tehnologii informaționale;Științe Inginerești;Examen;0;0
Facultatea de Electronică, Telecomunicaţii şi Tehnologia Informaţiei;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;16;N/A;1.00;5.000 lei;Comunicații mobile;Public;Acreditat;Tehnologii şi sisteme de telecomunicaţii;Inginerie electronică, telecomunicații și tehnologii informaționale;Științe Inginerești;Examen;16;0
Facultatea de Electronică, Telecomunicaţii şi Tehnologia Informaţiei;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;5.000 lei;Tehnologii multimedia pentru producția de conținut în domeniul audiovizualului și comunicațiilor;Public;Acreditat;Electronică aplicată;Inginerie electronică, telecomunicații și tehnologii informaționale;Științe Inginerești;Examen;0;0
Facultatea de Electronică, Telecomunicaţii şi Tehnologia Informaţiei;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;5.000 lei;Rețele integrate de telecomunicații;Public;Acreditat;Electronică aplicată;Inginerie electronică, telecomunicații și tehnologii informaționale;Științe Inginerești;Examen;0;0
Facultatea de Electronică, Telecomunicaţii şi Tehnologia Informaţiei;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;51;8.37;0.59;5.000 lei;Ingineria informației și a sistemelor de calcul;Public;Acreditat;Electronică aplicată;Inginerie electronică, telecomunicații și tehnologii informaționale;Științe Inginerești;Examen;28;23
Facultatea de Electronică, Telecomunicaţii şi Tehnologia Informaţiei;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;5.000 lei;Microsisteme;Public;Acreditat;Transmisiuni;Inginerie electronică, telecomunicații și tehnologii informaționale;Științe Inginerești;Examen;0;0
