facultyName;universityName;facultyCity;availablePlaces;lastEntranceGrade;candidatesPerPlace;annualTax;facultyProgram;facultyType;authorization;specialization;domainOfLicenseOrMaster;facultyDomain;admissionType;budgetPlaces;taxPlaces
Facultatea de Management Militar;Academia Forţelor Terestre "Nicolae Bălcescu" din Sibiu;Sibiu, Sibiu;50;N/A;N/A;2.200 lei;Management şi tehnologie;Public;Acreditat;Managementul sistemelor de comunicații militare;Ştiinţe militare;Ştiinţe Militare, Informaţii şi Ordine publică;Examen;5;45
Facultatea de Științe Militare;Academia Forţelor Terestre "Nicolae Bălcescu" din Sibiu;Sibiu, Sibiu;50;N/A;N/A;2.200 lei;Intelligence în organizaţii;Public;Acreditat;Managementul organizaţiei;Ştiinţe militare;Ştiinţe Militare, Informaţii şi Ordine publică;Examen;5;45
Facultatea de Management Militar;Academia Forţelor Terestre "Nicolae Bălcescu" din Sibiu;Sibiu, Sibiu;50;N/A;N/A;2.200 lei;Managementul capabilităţilor organizaţionale;Public;Acreditat;Managementul organizaţiei;Ştiinţe militare;Ştiinţe Militare, Informaţii şi Ordine publică;Examen;5;45
Facultatea de Științe Militare;Academia Forţelor Terestre "Nicolae Bălcescu" din Sibiu;Sibiu, Sibiu;60;N/A;N/A;2.200 lei;Leadership organizaţional;Public;Acreditat;Managementul organizaţiei;Ştiinţe militare;Ştiinţe Militare, Informaţii şi Ordine publică;Examen;5;55
Facultatea de Management Aeronautic;Academia Forțelor Aeriene "Henri Coandă";Brasov, Brasov;50;N/A;N/A;N/A;Managementul sistemelor de luptă din forţele aeriene;Public;Acreditat;Managementul sistemelor de rachete şi artilerie antiaeriene;Ştiinţe militare;Ştiinţe Militare, Informaţii şi Ordine publică;Examen;5;45
Facultatea de Management Aeronautic;Academia Forțelor Aeriene "Henri Coandă";Brasov, Brasov;50;N/A;N/A;N/A;Securitatea spaţiului aerian;Public;Acreditat;Management în aviaţie;Ştiinţe militare;Ştiinţe Militare, Informaţii şi Ordine publică;Examen;5;45
Facultatea de Navigație și Management Naval;Academia Navală "Mircea Cel Bătrân";Constanta, Constanta;50;N/A;N/A;N/A;Inginerie şi management naval şi portuar;Public;Acreditat;Inginerie şi management naval şi portuar;Inginerie și management;Științe Inginerești;Dosar;0;50
Facultatea de Navigație și Management Naval;Academia Navală "Mircea Cel Bătrân";Constanta, Constanta;50;N/A;N/A;N/A;Managementul sistemelor logistice;Public;Acreditat;Inginerie economică în domeniul transporturilor;Inginerie și management;Științe Inginerești;Dosar;0;50
Facultatea de Inginerie Marină;Academia Navală "Mircea Cel Bătrân";Constanta, Constanta;50;N/A;N/A;N/A;Sisteme electromecanice navale;Public;Acreditat;Electromecanică navală;Inginerie marină şi navigaţie;Științe Inginerești;Dosar;0;50
Facultatea de Navigație și Management Naval;Academia Navală "Mircea Cel Bătrân";Constanta, Constanta;50;N/A;N/A;N/A;Ştiinţe nautice;Public;Acreditat;Navigaţie şi transport maritim şi fluvial;Inginerie marină şi navigaţie;Științe Inginerești;Dosar;0;50
Facultatea de Informaţii;Academia Naţională de Informaţii "Mihai Viteazul" din Bucureşti;Bucuresti, Bucuresti;70;N/A;N/A;7.000 lei;Intelligence şi securitate naţională;Public;Acreditat;Studii de securitate și informații;Informații și securitate națională;Ştiinţe Militare, Informaţii şi Ordine publică;Examen;0;70
Facultatea de Informaţii;Academia Naţională de Informaţii "Mihai Viteazul" din Bucureşti;Bucuresti, Bucuresti;50;N/A;N/A;7.000 lei;Relații internaționale și studii de intelligence;Public;Acreditat;Studii de securitate și informații;Informații și securitate națională;Ştiinţe Militare, Informaţii şi Ordine publică;Examen;0;50
Facultatea de Informaţii;Academia Naţională de Informaţii "Mihai Viteazul" din Bucureşti;Bucuresti, Bucuresti;50;N/A;N/A;4.800 lei;Managementul informaţiilor de securitate naţională;Public;Acreditat;Studii de securitate și informații;Informații și securitate națională;Ştiinţe Militare, Informaţii şi Ordine publică;Examen;20;30
Facultatea de Informaţii;Academia Naţională de Informaţii "Mihai Viteazul" din Bucureşti;Bucuresti, Bucuresti;50;N/A;N/A;7.000 lei;Relații internaționale și studii de intelligence (în limba engleză);Public;Acreditat;Studii de securitate și informații;Informații și securitate națională;Ştiinţe Militare, Informaţii şi Ordine publică;Examen;0;50
Facultatea de Informaţii;Academia Naţională de Informaţii "Mihai Viteazul" din Bucureşti;Bucuresti, Bucuresti;N/A;N/A;N/A;7.000 lei;Managementul informaţiilor în combaterea terorismului;Public;Acreditat;Studii de securitate și informații;Informații și securitate națională;Ştiinţe Militare, Informaţii şi Ordine publică;Examen;0;0
Facultatea de Studii de Intelligence;Academia Naţională de Informaţii "Mihai Viteazul" din Bucureşti;Bucuresti, Bucuresti;30;N/A;N/A;7.000 lei;Analiză de intelligence;Public;Acreditat;Studii de securitate și informații;Informații și securitate națională;Ştiinţe Militare, Informaţii şi Ordine publică;Examen;0;30
Facultatea de Sisteme Electronice şi Informatice Militare;Academia Tehnică Militară din Bucureşti;Bucuresti, Bucuresti;65;5.61;0.77;4.000 lei;Ingineria sistemelor de comunicaţii şi securitate electronică;Public;Acreditat;Comunicații pentru apărare și securitate;Inginerie electronică, telecomunicații și tehnologii informaționale;Științe Inginerești;Examen;19;46
Facultatea de Sisteme Electronice şi Informatice Militare;Academia Tehnică Militară din Bucureşti;Bucuresti, Bucuresti;35;5.63;2.43;4.000 lei;Electronică aplicată în robotică pentru securitate şi apărare;Public;Acreditat;Electronică aplicată;Inginerie electronică, telecomunicații și tehnologii informaționale;Științe Inginerești;Examen;8;27
Facultatea de Interpretare Muzicală;Academia de Muzică "Gheorghe Dima" din Cluj-Napoca;Cluj-Napoca, Cluj;28;N/A;N/A;6.000 lei;Interpretare muzicală - Canto;Public;Acreditat;Interpretare muzicală - canto;Muzică;Arte, Arhitectură și Urbanism ;Examen;13;15
Facultatea de Interpretare Muzicală;Academia de Muzică "Gheorghe Dima" din Cluj-Napoca;Cluj-Napoca, Cluj;10;N/A;N/A;6.000 lei;Artele spectacolului muzical;Public;Acreditat;Artele spectacolului muzical;Muzică;Arte, Arhitectură și Urbanism ;Examen;3;7
Facultatea Teoretică;Academia de Muzică "Gheorghe Dima" din Cluj-Napoca;Cluj-Napoca, Cluj;62;N/A;N/A;3.800 lei;Pedagogie muzicală;Public;Acreditat;Pedagogie muzicală;Muzică;Arte, Arhitectură și Urbanism ;Examen;22;40
Facultatea Teoretică;Academia de Muzică "Gheorghe Dima" din Cluj-Napoca;Cluj-Napoca, Cluj;62;N/A;N/A;6.000 lei;Compoziţie muzicală, muzicologie, dirijat;Public;Acreditat;Pedagogie muzicală;Muzică;Arte, Arhitectură și Urbanism ;Examen;22;40
Facultatea de Interpretare Muzicală;Academia de Muzică "Gheorghe Dima" din Cluj-Napoca;Cluj-Napoca, Cluj;56;N/A;N/A;6.000 lei;Interpretare muzicală - Instrumente;Public;Acreditat;Interpretare muzicală - instrumente;Muzică;Arte, Arhitectură și Urbanism ;Examen;36;20
Facultatea de Ştiinţe Juridice şi Administrative;Academia de Poliție "Alexandru Ioan Cuza" din Bucureşti;Bucuresti, Bucuresti;50;10.00;N/A;3.000 lei;Cercetări criminalistice aplicate;Public;Acreditat;Drept;Drept;Științe Juridice;Examen;5;45
Facultatea de Ştiinţe Juridice şi Administrative;Academia de Poliție "Alexandru Ioan Cuza" din Bucureşti;Bucuresti, Bucuresti;50;8.50;N/A;3.000 lei;Managementul resurselor umane în sistemul autorităţilor de ordine publică;Public;Acreditat;Drept;Drept;Științe Juridice;Examen;5;45
Facultatea de Poliție;Academia de Poliție "Alexandru Ioan Cuza" din Bucureşti;Bucuresti, Bucuresti;50;8.80;1.38;3.000 lei;Managementul cooperării poliţieneşti internaţionale;Public;Acreditat;Ordine şi siguranţă publică;Ordine publică și siguranță națională;Ştiinţe Militare, Informaţii şi Ordine publică;Examen;5;45
Facultatea de Ştiinţe Juridice şi Administrative;Academia de Poliție "Alexandru Ioan Cuza" din Bucureşti;Bucuresti, Bucuresti;50;9.40;0.70;3.000 lei;Ştiinţe penale;Public;Acreditat;Drept;Drept;Științe Juridice;Examen;5;45
Facultatea de Arhivistică;Academia de Poliție "Alexandru Ioan Cuza" din Bucureşti;Bucuresti, Bucuresti;50;7.85;0.52;3.000 lei;Arhivistică contemporană;Public;Acreditat;Arhivistică;Istorie;Științe Umaniste;Examen;6;44
Facultatea de Poliție;Academia de Poliție "Alexandru Ioan Cuza" din Bucureşti;Bucuresti, Bucuresti;50;7.90;0.82;3.000 lei;Managementul investigării fraudelor;Public;Acreditat;Ordine şi siguranţă publică;Ordine publică și siguranță națională;Ştiinţe Militare, Informaţii şi Ordine publică;Examen;5;45
Facultatea de Poliţie de Frontieră;Academia de Poliție "Alexandru Ioan Cuza" din Bucureşti;Bucuresti, Bucuresti;50;10.00;1.00;3.000 lei;Managementul operaţional la frontiera externă Schengen;Public;Acreditat;Ordine şi siguranţă publică;Ordine publică și siguranță națională;Ştiinţe Militare, Informaţii şi Ordine publică;Examen;6;44
Facultatea de Poliție;Academia de Poliție "Alexandru Ioan Cuza" din Bucureşti;Bucuresti, Bucuresti;50;9.10;0.60;3.000 lei;Poliţie judiciară;Public;Acreditat;Ordine şi siguranţă publică;Ordine publică și siguranță națională;Ştiinţe Militare, Informaţii şi Ordine publică;Examen;5;45
Facultatea de Ştiinţe Juridice şi Administrative;Academia de Poliție "Alexandru Ioan Cuza" din Bucureşti;Bucuresti, Bucuresti;50;9.00;0.44;3.000 lei;Drept administrativ;Public;Acreditat;Drept;Drept;Științe Juridice;Examen;5;45
Facultatea de Poliție;Academia de Poliție "Alexandru Ioan Cuza" din Bucureşti;Bucuresti, Bucuresti;50;7.90;2.18;3.000 lei;Managementul activităţilor de ordine publică şi siguranţă naţională;Public;Acreditat;Ordine şi siguranţă publică;Ordine publică și siguranță națională;Ştiinţe Militare, Informaţii şi Ordine publică;Examen;5;45
Facultatea de Pompieri;Academia de Poliție "Alexandru Ioan Cuza" din Bucureşti;Bucuresti, Bucuresti;50;7.00;0.78;3.000 lei;Managementul situaţiilor de urgenţă;Public;Acreditat;Inginerie civilă;Inginerie civilă și instalații;Științe Inginerești;Examen;5;45
Facultatea de Ştiinţe Juridice şi Administrative;Academia de Poliție "Alexandru Ioan Cuza" din Bucureşti;Bucuresti, Bucuresti;50;9.00;0.48;2.500 lei;Relaţii şi organizaţii internaţionale în dreptul contemporan;Public;Acreditat;Drept european și internațional;Drept;Științe Juridice;Examen;5;45
Facultatea de Ştiinţe Juridice şi Administrative;Academia de Poliție "Alexandru Ioan Cuza" din Bucureşti;Bucuresti, Bucuresti;50;8.50;0.36;3.000 lei;Dreptul afacerilor;Public;Acreditat;Drept;Drept;Științe Juridice;Examen;5;45
Facultatea de Administrație și Management Public;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;50;N/A;N/A;4.500 lei;Administraţie publică şi integrare europeană;Public;Acreditat;Administraţie publică;Ştiinţe administrative;Științe Politice și Comunicare;Examen;25;25
Facultatea de Business şi Turism;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;75;N/A;0.60;5.000 lei;Managementul calităţii, expertiză şi protecţia consumatorului;Public;Acreditat;Economia comerţului, turismului, serviciilor şi managementul calităţii;Administrarea afacerilor;Științe Economice;Examen;31;44
Facultatea de Contabilitate şi Informatică de Gestiune;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;60;N/A;0.72;5.000 lei;Contabilitate internaţională;Public;Acreditat;Contabilitate şi informatică de gestiune;Contabilitate;Științe Economice;Examen;15;45
Facultatea de Economie Agroalimentară şi a Mediului;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;74;N/A;0.91;5.000 lei;Economie ecologică;Public;Acreditat;Economia mediului;Economie;Științe Economice;Examen;67;7
Facultatea de Economie Agroalimentară şi a Mediului;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;74;N/A;0.95;5.000 lei;Economia şi administrarea afacerilor agroalimentare;Public;Acreditat;Economie agroalimentară;Economie;Științe Economice;Examen;67;7
Facultatea de Finanţe, Asigurări, Bănci şi Burse de Valori;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;49;N/A;0.73;5.000 lei;Finanţe corporative;Public;Acreditat;Finanţe şi bănci;Finanţe;Științe Economice;Examen;22;27
Facultatea de Finanţe, Asigurări, Bănci şi Burse de Valori;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;49;N/A;0.61;5.000 lei;Tehnici actuariale;Public;Acreditat;Finanţe şi bănci;Finanţe;Științe Economice;Examen;17;32
Facultatea de Management;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;73;N/A;N/A;5.000 lei;Managementul serviciilor de sănătate;Public;Acreditat;Management;Management;Științe Economice;Examen;24;49
Facultatea de Marketing;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;50;N/A;N/A;5.000 lei;Marketing şi dezvoltare durabilă;Public;Acreditat;Marketing;Marketing;Științe Economice;Examen;12;38
Facultatea de Finanţe, Asigurări, Bănci şi Burse de Valori;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;73;N/A;0.41;5.000 lei;Finanțe aplicate (în limba engleză);Public;Acreditat;Finanţe şi bănci;Finanţe;Științe Economice;Examen;20;53
Facultatea de Business şi Turism;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;75;N/A;0.49;5.000 lei;Administrarea afacerilor în turism;Public;Acreditat;Administrarea afacerilor în comerţ, turism, servicii, merceologie şi managementul calităţii;Administrarea afacerilor;Științe Economice;Examen;31;44
Facultatea de Business şi Turism;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;75;N/A;0.45;5.000 lei;Administrarea afacerilor comerciale;Public;Acreditat;Administrarea afacerilor;Administrarea afacerilor;Științe Economice;Examen;31;44
Facultatea de Cibernetică, Statistică şi Informatică Economică;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;50;N/A;1.00;5.000 lei;Cibernetica si economie cantitativa;Public;Acreditat;Cibernetică economică ;Cibernetică și statistică;Științe Economice;Examen;34;16
Facultatea de Contabilitate şi Informatică de Gestiune;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;75;N/A;0.59;5.000 lei;Contabilitate, audit şi informatică de gestiune (în limba engleză);Public;Acreditat;Contabilitate şi informatică de gestiune;Contabilitate;Științe Economice;Examen;31;44
Facultatea de Finanţe, Asigurări, Bănci şi Burse de Valori;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;73;N/A;0.56;5.000 lei;Management financiar şi investiţii;Public;Acreditat;Management;Management;Științe Economice;Examen;22;51
Facultatea de Management;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;70;N/A;N/A;5.000 lei;Managementul afacerilor;Public;Acreditat;Management;Management;Științe Economice;Examen;21;49
Facultatea de Finanţe, Asigurări, Bănci şi Burse de Valori;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;50;N/A;0.44;5.000 lei;Cercetări avansate în finanţe;Public;Acreditat;Finanţe şi bănci;Finanţe;Științe Economice;Examen;23;27
Facultatea de Management;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;58;N/A;N/A;5.000 lei;Managementul afacerilor mici şi mijlocii;Public;Acreditat;Management;Management;Științe Economice;Examen;24;34
Facultatea de Management;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;73;N/A;N/A;5.000 lei;Managementul şi evaluarea investiţiilor;Public;Acreditat;Management;Management;Științe Economice;Examen;24;49
Facultatea de Relaţii Economice Internaţionale;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;72;N/A;N/A;5.000 lei;Economie internaţională şi afaceri europene;Public;Acreditat;Economie şi afaceri internaţionale;Economie şi afaceri internaţionale;Științe Economice;Examen;34;38
Facultatea de Relaţii Economice Internaţionale;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;75;N/A;N/A;5.000 lei;Managementul afacerilor internaţionale;Public;Acreditat;Afaceri internaţionale;Economie şi afaceri internaţionale;Științe Economice;Examen;43;32
Facultatea de Marketing;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;50;7.00;N/A;5.000 lei;Marketing strategic;Public;Acreditat;Marketing;Marketing;Științe Economice;Examen;12;38
Facultatea de Marketing;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;75;7.01;N/A;5.000 lei;Managementul marketingului;Public;Acreditat;Marketing;Marketing;Științe Economice;Examen;16;59
Facultatea de Marketing;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;50;N/A;N/A;3.000 lei;Marketing internaţional;Public;Acreditat;Marketing;Marketing;Științe Economice;Examen;12;38
Facultatea de Marketing;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;75;N/A;N/A;5.000 lei;Cercetare fundamentală de marketing;Public;Acreditat;Marketing;Marketing;Științe Economice;Examen;16;59
Facultatea de Business şi Turism;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;75;N/A;0.59;5.000 lei;Excelență în Business și Servicii (în limba engleză);Public;Acreditat;Administrarea afacerilor;Administrarea afacerilor;Științe Economice;Examen;33;42
Facultatea de Administrarea Afacerilor, cu predare în limbi străine;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;50;N/A;N/A;4.500 lei;Administrarea Afacerilor - cu predare în limba engleză;Public;Acreditat;Administrarea afacerilor;Administrarea afacerilor;Științe Economice;Examen;25;25
Facultatea de Administrație și Management Public;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;50;N/A;N/A;4.500 lei;Managementul resurselor umane în sectorul public;Public;Acreditat;Administraţie publică;Ştiinţe administrative;Științe Politice și Comunicare;Examen;35;15
Facultatea de Cibernetică, Statistică şi Informatică Economică;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;75;N/A;1.00;5.000 lei;Analiza afacerilor şi controlul performanţei întreprinderii;Public;Acreditat;Statistică şi previziune economică;Cibernetică și statistică;Științe Economice;Examen;31;44
Facultatea de Economie Teoretică şi Aplicată;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;75;N/A;0.83;5.000 lei;Comunicare în afaceri;Public;Acreditat;Economie şi comunicare economică în afaceri;Economie;Științe Economice;Examen;36;39
Facultatea de Marketing;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;75;6.60;N/A;5.000 lei;Cercetări de marketing;Public;Acreditat;Marketing;Marketing;Științe Economice;Examen;16;59
Facultatea de Management;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;72;N/A;N/A;5.000 lei;Consultanţă şi management în dezvoltarea afacerilor;Public;Acreditat;Management;Management;Științe Economice;Examen;20;52
Facultatea de Relaţii Economice Internaţionale;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;49;N/A;N/A;5.000 lei;Logistică internaţională;Public;Acreditat;Afaceri internaţionale;Economie şi afaceri internaţionale;Științe Economice;Examen;35;14
Facultatea de Relaţii Economice Internaţionale;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;73;N/A;N/A;5.000 lei;Managementul riscului financiar internaţional;Public;Acreditat;Economie internaţională;Economie şi afaceri internaţionale;Științe Economice;Examen;31;42
Facultatea de Marketing;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;50;N/A;N/A;5.000 lei;Marketing şi management în serviciile publice;Public;Acreditat;Marketing;Marketing;Științe Economice;Examen;12;38
Facultatea de Marketing;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;75;7.70;N/A;5.000 lei;Marketing online;Public;Acreditat;Marketing;Marketing;Științe Economice;Examen;16;59
Facultatea de Administrarea Afacerilor, cu predare în limbi străine;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;80;N/A;N/A;4.500 lei;Antrepenoriat şi Administrarea Afacerilor, cu predare în limba engleză;Public;Acreditat;Administrarea afacerilor;Administrarea afacerilor;Științe Economice;Examen;55;25
Facultatea de Administrarea Afacerilor, cu predare în limbi străine;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;30;N/A;N/A;4.500 lei;Cercetări avansate în finanțe;Public;Acreditat;Administrarea afacerilor;Administrarea afacerilor;Științe Economice;Examen;19;11
Facultatea de Business şi Turism;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;70;N/A;0.73;5.000 lei;Management şi marketing în turism;Public;Acreditat;Geografie;Geografie;Științe ale Naturii;Examen;40;30
Facultatea de Business şi Turism;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;75;N/A;0.79;5.000 lei;Business;Public;Acreditat;Administrarea afacerilor;Administrarea afacerilor;Științe Economice;Examen;42;33
Facultatea de Cibernetică, Statistică şi Informatică Economică;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;75;N/A;1.00;5.000 lei;Securitatea informatică (IT&C Security);Public;Acreditat;Informatică;Informatică;Științe Exacte;Examen;31;44
Facultatea de Cibernetică, Statistică şi Informatică Economică;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;50;N/A;1.00;5.000 lei;E-business;Public;Acreditat;Informatică economică;Informatică economică;Științe Economice;Examen;10;40
Facultatea de Contabilitate şi Informatică de Gestiune;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;75;N/A;0.73;5.000 lei;Concepte şi practici de audit la nivel naţional şi internaţional;Public;Acreditat;Contabilitate şi informatică de gestiune;Contabilitate;Științe Economice;Examen;31;44
Facultatea de Contabilitate şi Informatică de Gestiune;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;50;N/A;0.50;5.000 lei;Business services;Public;Acreditat;Contabilitate şi informatică de gestiune;Contabilitate;Științe Economice;Examen;25;25
Facultatea de Contabilitate şi Informatică de Gestiune;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;75;N/A;0.91;5.000 lei;Contabilitate, control şi expertiză;Public;Acreditat;Contabilitate şi informatică de gestiune;Contabilitate;Științe Economice;Examen;31;44
Facultatea de Economie Agroalimentară şi a Mediului;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;74;N/A;0.85;5.000 lei;Managementul proiectelor de dezvoltare rurală şi regională;Public;Acreditat;Economia mediului;Economie;Științe Economice;Examen;56;18
Facultatea de Finanţe, Asigurări, Bănci şi Burse de Valori;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;50;N/A;0.68;5.000 lei;Bănci şi asigurări;Public;Acreditat;Finanţe şi bănci;Finanţe;Științe Economice;Examen;23;27
Facultatea de Management;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;59;N/A;N/A;5.000 lei;Managementul proiectelor;Public;Acreditat;Management;Management;Științe Economice;Examen;20;39
Facultatea de Management;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;75;N/A;N/A;5.000 lei;Managementul afacerilor prin proiecte;Public;Acreditat;Management;Management;Științe Economice;Examen;27;48
Facultatea de Relaţii Economice Internaţionale;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;58;N/A;N/A;5.000 lei;Comunicare de afaceri în limba engleză;Public;Acreditat;Afaceri internaţionale;Economie şi afaceri internaţionale;Științe Economice;Examen;21;37
Facultatea de Marketing;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;50;N/A;N/A;5.000 lei;Managementul relaţiilor cu clienţii;Public;Acreditat;Management;Management;Științe Economice;Examen;25;25
Facultatea de Marketing;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;75;7.50;N/A;5.000 lei;Marketing şi comunicare în afaceri;Public;Acreditat;Marketing;Marketing;Științe Economice;Examen;17;58
Facultatea de Cibernetică, Statistică şi Informatică Economică;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;75;N/A;0.85;5.000 lei;Informatică economică;Public;Acreditat;Informatică economică;Informatică economică;Științe Economice;Examen;31;44
Facultatea de Administrație și Management Public;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;75;N/A;N/A;4.500 lei;Administraţie şi Management Public;Public;Acreditat;Administraţie publică;Ştiinţe administrative;Științe Politice și Comunicare;Examen;40;35
Facultatea de Business şi Turism;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;50;N/A;0.52;5.000 lei;Geopolitică şi afaceri;Public;Acreditat;Administrarea afacerilor;Administrarea afacerilor;Științe Economice;Examen;22;28
Facultatea de Cibernetică, Statistică şi Informatică Economică;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;75;N/A;1.00;5.000 lei;Baze de date - suport pentru afaceri;Public;Acreditat;Informatică economică;Informatică economică;Științe Economice;Examen;31;44
Facultatea de Contabilitate şi Informatică de Gestiune;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;75;N/A;1.00;5.000 lei;Contabilitate, audit şi informatică de gestiune;Public;Acreditat;Contabilitate şi informatică de gestiune;Contabilitate;Științe Economice;Examen;31;44
Facultatea de Contabilitate şi Informatică de Gestiune;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;75;N/A;0.93;5.000 lei;Contabilitatea şi fiscalitatea entităţilor economice;Public;Acreditat;Contabilitate şi informatică de gestiune;Contabilitate;Științe Economice;Examen;31;44
Facultatea de Contabilitate şi Informatică de Gestiune;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;75;N/A;0.63;5.000 lei;Analiză financiară şi evaluare;Public;Acreditat;Contabilitate şi informatică de gestiune;Contabilitate;Științe Economice;Examen;31;44
Facultatea de Economie Teoretică şi Aplicată;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;50;N/A;N/A;5.000 lei;Economie europeană;Public;Acreditat;Economie generală;Economie;Științe Economice;Examen;42;8
Facultatea de Finanţe, Asigurări, Bănci şi Burse de Valori;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;48;N/A;0.67;5.000 lei;Finanţe şi bănci, DOFIN;Public;Acreditat;Finanţe şi bănci;Finanţe;Științe Economice;Examen;26;22
Facultatea de Relaţii Economice Internaţionale;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;50;N/A;N/A;5.000 lei;Comunicare în limba engleză pentru predare şi cercetare economică;Public;Acreditat;Economie internaţională;Economie şi afaceri internaţionale;Științe Economice;Examen;0;50
Facultatea de Marketing;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;50;N/A;N/A;5.000 lei;Relaţii publice în marketing;Public;Acreditat;Marketing;Marketing;Științe Economice;Examen;12;38
Facultatea de Management;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;59;N/A;N/A;5.000 lei;Management şi marketing internaţional;Public;Acreditat;Management;Management;Științe Economice;Examen;9;50
Facultatea de Relaţii Economice Internaţionale;Academia de Studii Economice din Bucureşti (ASE);Bucuresti, Bucuresti;49;N/A;N/A;5.000 lei;Diplomaţie în economia internaţională;Public;Acreditat;Economie internaţională;Economie şi afaceri internaţionale;Științe Economice;Examen;35;14
Facultatea de Teologie Penticostală;Institutul Teologic Penticostal;Bucuresti, Bucuresti;N/A;N/A;N/A;2.530 lei;Biblie și societate;Public;Acreditat;Studii religioase;Teologie;Teologie;Examen;0;0
Facultatea de Ştiinţe Economice;Universitatea "1 Decembrie 1918" din Alba Iulia;Alba Iulia, Alba;50;N/A;N/A;2.300 lei;Marketing şi promovarea vânzărilor;Public;Acreditat;Marketing;Marketing;Științe Economice;Examen;10;40
